neval_obj,neval_grad,num_iter,mem
-0.19854413800343512,-0.12470711782682067,-0.07459279358926693,-0.8438158693939773
-0.22702502146387696,-0.15596208865328473,-0.09861227501198454,-0.8092112102210959
-0.22702502146387696,-0.15326176296547536,-0.09586833874835479,-0.7746065510482145
-0.23241989296644616,-0.15868084674100197,-0.10415944147129395,-0.740001891875333
-0.251873580529126,-0.17825022529247234,-0.11549912419172137,-0.7053972327024516
-0.251873580529126,-0.17825022529247234,-0.12422828392516559,-0.6707925735295701
-0.254728569547625,-0.18112602488575844,-0.12422828392516559,-0.6361879143566886
-0.24342449060547178,-0.16974535026694068,-0.11549912419172137,-0.6015832551838072
-0.23788575165541884,-0.16417467885367953,-0.10696324595735174,-0.5669785960109258
-0.25760331643276063,-0.18402273956888815,-0.12422828392516559,-0.5323739368380443
-0.27528254906726496,-0.20185989234999258,-0.1453994846395338,-0.4977692776651629
-0.26049809655881706,-0.18694067579414594,-0.12718248548855407,-0.4631646184922814
-0.2813468796462808,-0.207987651881768,-0.14852113260662594,-0.4285599593194
-0.30653030311259566,-0.2334873350053524,-0.1812120136232759,-0.39395530014651853
-0.26049809655881706,-0.18694067579414594,-0.1361833943527648,-0.35935064097363706
-0.278303647961826,-0.21108725128615669,-0.15166826369614825,-0.32474598180075565
-0.3264732975731312,-0.25374406526341636,-0.19510618102474403,-0.2901413226278742
-0.26049809655881706,-0.18694067579414594,-0.13015949964507634,-0.2555366634549927
-0.30978835328106563,-0.243486935856036,-0.18463889323211355,-0.22093200428211127
-0.29061267496819454,-0.22053346114635633,-0.17111043787471972,-0.18632734510922982
-0.32989224088170316,-0.26073190262632173,-0.2058656165817837,-0.15172268593634838
-0.29374777865723206,-0.2237326471279208,-0.17111043787471972,-0.11711802676346693
-0.3163821308858464,-0.2502955890605595,-0.20224567057167334,-0.08251336759058547
-0.33681572226755474,-0.2678445293732949,-0.2132091037086831,-0.04790870841770403
-0.340321222117581,-0.27144904730717373,-0.2132091037086831,-0.01330404924482258
-0.32308226431711323,-0.25374406526341636,-0.19865939896587737,0.021300609928058867
-0.3333395574881263,-0.26427233938986905,-0.2058656165817837,0.05590526910094032
-0.340321222117581,-0.27144904730717373,-0.2132091037086831,0.09050992827382176
-0.37710623846593655,-0.30941075960899506,-0.2521838219938848,0.12511458744670323
-0.3694840197125974,-0.3015234422019658,-0.2440672818356448,0.15971924661958467
-0.36572472467091205,-0.2976375917376969,-0.2440672818356448,0.1943239057924661
-0.3694840197125974,-0.3015234422019658,-0.24007220548791658,0.22892856496534755
-0.3694840197125974,-0.3015234422019658,-0.24810419220409127,0.263533224138229
-0.3848709368183495,-0.317457427493581,-0.25630708501529637,0.29813788331111046
-0.4174679883551431,-0.351375485639157,-0.2909840567198503,0.33274254248399193
-0.3848709368183495,-0.317457427493581,-0.2646883154809144,0.36734720165687335
-0.413250700690408,-0.3469743744130679,-0.2909840567198503,0.4019518608297548
-0.4260332251457716,-0.3603263457698125,-0.30016357175707326,0.4365565200026363
-0.4174679883551431,-0.351375485639157,-0.2909840567198503,0.4711611791755177
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.5057658383483992
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.5403704975212806
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.5749751566941621
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.6095798158670435
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.6441844750399249
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.6787891342128064
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.7133937933856879
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.7479984525585693
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.7826031117314508
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.8172077709043322
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.8518124300772136
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.8864170892500951
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.9210217484229766
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.955626407595858
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,0.9902310667687394
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.024835725941621
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.0594403851145024
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.0940450442873837
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.1286497034602652
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.1632543626331466
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.197859021806028
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.2324636809789096
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.267068340151791
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.3016729993246725
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.336277658497554
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.3708823176704354
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.405486976843317
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.4400916360161984
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.4746962951890799
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.509300954361961
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.5439056135348426
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.578510272707724
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.6131149318806055
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.647719591053487
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.6823242502263684
-0.43038299543546227,-0.36487835546837905,-0.3048366158521556,1.71692890939925
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.7089323487160135
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.674327689543132
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.6397230303702508
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.6051183711973693
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.5705137120244879
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.5359090528516064
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.501304393678725
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.4666997345058435
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.432095075332962
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.3974904161600805
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.362885756987199
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.3282810978143176
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.293676438641436
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.2590717794685549
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.2244671202956734
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.189862461122792
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.1552578019499105
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.120653142777029
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.0860484836041475
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.051443824431266
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-1.0168391652583846
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.9822345060855031
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.9476298469126218
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.9130251877397403
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.8784205285668588
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.8438158693939773
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.8092112102210959
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.7746065510482145
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.740001891875333
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.7053972327024516
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.6707925735295701
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.6361879143566886
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.6015832551838072
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.5669785960109258
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.5323739368380443
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.4977692776651629
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.4631646184922814
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.4285599593194
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.39395530014651853
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.35935064097363706
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.32474598180075565
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.2901413226278742
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.2555366634549927
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.22093200428211127
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.18632734510922982
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.15172268593634838
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.11711802676346693
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.08251336759058547
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.04790870841770403
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,-0.01330404924482258
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.021300609928058867
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.05590526910094032
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.09050992827382176
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.12511458744670323
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.15971924661958467
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.1943239057924661
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.22892856496534755
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.263533224138229
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.29813788331111046
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.33274254248399193
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.36734720165687335
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.4019518608297548
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.4365565200026363
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.4711611791755177
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.5057658383483992
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.5403704975212806
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.5749751566941621
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.6095798158670435
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.6441844750399249
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.6787891342128064
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.7133937933856879
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.7479984525585693
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.7826031117314508
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.8172077709043322
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.8518124300772136
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.8864170892500951
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.9210217484229766
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.955626407595858
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,0.9902310667687394
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.024835725941621
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.0594403851145024
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.0940450442873837
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.1286497034602652
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.1632543626331466
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.197859021806028
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.2324636809789096
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.267068340151791
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.3016729993246725
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.336277658497554
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.3708823176704354
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.405486976843317
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.4400916360161984
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.4746962951890799
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.509300954361961
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.5439056135348426
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.578510272707724
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.6131149318806055
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.647719591053487
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.6823242502263684
-1.7461944568435297,-1.5914777775267375,-1.7364981831876374,1.71692890939925
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.7089323487160135
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.674327689543132
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.6397230303702508
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.6051183711973693
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.5705137120244879
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.5359090528516064
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.501304393678725
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.4666997345058435
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.432095075332962
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.3974904161600805
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.362885756987199
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.3282810978143176
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.293676438641436
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.2590717794685549
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.2244671202956734
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.189862461122792
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.1552578019499105
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.120653142777029
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.0860484836041475
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.051443824431266
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.0168391652583846
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.9822345060855031
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.9476298469126218
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.9130251877397403
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.8784205285668588
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.8438158693939773
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.8092112102210959
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.7746065510482145
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.740001891875333
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.7053972327024516
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.6707925735295701
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.6361879143566886
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.6015832551838072
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.5669785960109258
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.5323739368380443
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.4977692776651629
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.4631646184922814
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.4285599593194
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.39395530014651853
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.35935064097363706
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.32474598180075565
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.2901413226278742
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.2555366634549927
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.22093200428211127
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.18632734510922982
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.15172268593634838
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.11711802676346693
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.08251336759058547
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.04790870841770403
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.01330404924482258
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.021300609928058867
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.05590526910094032
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.09050992827382176
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.12511458744670323
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.15971924661958467
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.1943239057924661
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.22892856496534755
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.263533224138229
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.29813788331111046
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.33274254248399193
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.36734720165687335
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.4019518608297548
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.4365565200026363
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.4711611791755177
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.5057658383483992
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.5403704975212806
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.5749751566941621
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.6095798158670435
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.6441844750399249
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.6787891342128064
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.7133937933856879
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.7479984525585693
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.7826031117314508
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.8172077709043322
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.8518124300772136
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.8864170892500951
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.9210217484229766
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.955626407595858
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.9902310667687394
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.024835725941621
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.0594403851145024
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.0940450442873837
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.1286497034602652
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.1632543626331466
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.197859021806028
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.2324636809789096
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.267068340151791
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.3016729993246725
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.336277658497554
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.3708823176704354
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.405486976843317
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.4400916360161984
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.4746962951890799
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.509300954361961
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.5439056135348426
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.578510272707724
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.6131149318806055
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.647719591053487
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.6823242502263684
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,1.71692890939925
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.7089323487160135
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.674327689543132
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.6397230303702508
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.6051183711973693
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.5705137120244879
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.5359090528516064
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.501304393678725
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.4666997345058435
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.432095075332962
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.3974904161600805
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.362885756987199
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.3282810978143176
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.293676438641436
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.2590717794685549
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.2244671202956734
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.189862461122792
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.1552578019499105
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.120653142777029
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.0860484836041475
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.051443824431266
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-1.0168391652583846
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.9822345060855031
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.9476298469126218
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.9130251877397403
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.8784205285668588
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.8438158693939773
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.8092112102210959
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.7746065510482145
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.740001891875333
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.7053972327024516
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.6707925735295701
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.6361879143566886
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.6015832551838072
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.5669785960109258
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.5323739368380443
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.4977692776651629
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.4631646184922814
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.4285599593194
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.39395530014651853
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.35935064097363706
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.32474598180075565
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.2901413226278742
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.2555366634549927
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.22093200428211127
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.18632734510922982
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.15172268593634838
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.11711802676346693
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.08251336759058547
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.04790870841770403
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,-0.01330404924482258
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.021300609928058867
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.05590526910094032
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.09050992827382176
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.12511458744670323
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.15971924661958467
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.1943239057924661
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.22892856496534755
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.263533224138229
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.29813788331111046
-0.895584350613896,-1.3685847603823336,-1.4692750995663448,0.33274254248399193
