status,name,solver,mem,nvar,time,memory,num_iter,nvmops,neval_obj,init_eval_obj_time,neval_grad,init_eval_grad_time,is_init_run
first_order,arglina,LBFGSSolver,61,1000,0.011735435,2.045592e6,1,1,2,4.4805e-5,2,0.005924451,false
first_order,arglina,LBFGSSolver,62,1000,0.011728442,2.077848e6,1,1,2,5.221e-5,2,0.005942325,false
first_order,arglina,LBFGSSolver,63,1000,0.011663617,2.110024e6,1,1,2,3.645e-5,2,0.005956763,false
first_order,arglina,LBFGSSolver,64,1000,0.011687914,2.1422e6,1,1,2,3.7672e-5,2,0.00615889,false
first_order,arglina,LBFGSSolver,65,1000,0.011692563,2.174376e6,1,1,2,3.7832e-5,2,0.006153619,false
first_order,arglina,LBFGSSolver,66,1000,0.011762155,2.20668e6,1,1,2,5.2571e-5,2,0.006421762,false
first_order,arglina,LBFGSSolver,67,1000,0.011760714,2.238936e6,1,1,2,4.177e-5,2,0.006014804,false
first_order,arglina,LBFGSSolver,68,1000,0.011744932,2.271112e6,1,1,2,3.668e-5,2,0.006177294,false
first_order,arglina,LBFGSSolver,69,1000,0.011750804,2.303288e6,1,1,2,3.7021e-5,2,0.006053718,false
first_order,arglina,LBFGSSolver,70,1000,0.011746306,2.335656e6,1,1,2,3.6851e-5,2,0.005956021,false
first_order,arglina,LBFGSSolver,71,1000,0.011755573,2.367832e6,1,1,2,3.663e-5,2,0.006068156,false
first_order,arglina,LBFGSSolver,72,1000,0.011755683,2.400088e6,1,1,2,3.5377e-5,2,0.00600752,false
first_order,arglina,LBFGSSolver,73,1000,0.011750955,2.432264e6,1,1,2,3.6981e-5,2,0.006066402,false
first_order,arglina,LBFGSSolver,74,1000,0.011761995,2.46444e6,1,1,2,3.8173e-5,2,0.005947565,false
first_order,arglina,LBFGSSolver,75,1000,0.011709825,2.496616e6,1,1,2,3.8233e-5,2,0.010139973,false
first_order,arglina,LBFGSSolver,76,1000,0.011739823,2.528984e6,1,1,2,3.7972e-5,2,0.005977322,false
first_order,arglina,LBFGSSolver,77,1000,0.01174898,2.561272e6,1,1,2,3.5518e-5,2,0.006002139,false
first_order,arglina,LBFGSSolver,78,1000,0.011768398,2.593448e6,1,1,2,3.5629e-5,2,0.005978594,false
first_order,arglina,LBFGSSolver,79,1000,0.011760061,2.625624e6,1,1,2,3.8744e-5,2,0.006104615,false
first_order,arglina,LBFGSSolver,80,1000,0.011754511,2.6578e6,1,1,2,3.8814e-5,2,0.006012049,false
