status,name,solver,mem,nvar,time,memory,num_iter,nvmops,neval_obj,init_eval_obj_time,init_eval_obj_mem,init_eval_obj_alloc,neval_grad,init_eval_grad_time,init_eval_grad_mem,init_eval_grad_alloc
first_order,NZF1,LBFGSSolver,66,91,0.001722875,0.247824,59,59,70,1.142e-6,0.000592,3,64,1.6661e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001737171,0.247824,59,59,70,1.032e-6,0.000592,3,64,1.6702e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001743283,0.247824,59,59,70,1.152e-6,0.000592,3,64,1.6652e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001722414,0.247824,59,59,70,1.312e-6,0.000592,3,64,1.8115e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001747892,0.247824,59,59,70,1.213e-6,0.000592,3,64,1.8376e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001729867,0.247824,59,59,70,1.182e-6,0.000592,3,64,1.8595e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001722744,0.247824,59,59,70,1.293e-6,0.000592,3,64,1.8555e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001706332,0.247824,59,59,70,1.293e-6,0.000592,3,64,1.8696e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001723907,0.247824,59,59,70,1.163e-6,0.000592,3,64,1.6782e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001691744,0.247824,59,59,70,1.743e-6,0.000592,3,64,2.0159e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001712895,0.247824,59,59,70,1.113e-6,0.000592,3,64,1.6602e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001729917,0.247824,59,59,70,1.182e-6,0.000592,3,64,1.8215e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001727894,0.247824,59,59,70,1.142e-6,0.000592,3,64,1.6972e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001735699,0.247824,59,59,70,1.202e-6,0.000592,3,64,1.8235e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017422610000000002,0.247824,59,59,70,1.202e-6,0.000592,3,64,1.8425e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001736409,0.247824,59,59,70,1.212e-6,0.000592,3,64,1.8205e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001717985,0.247824,59,59,70,1.152e-6,0.000592,3,64,1.6432e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001711832,0.247824,59,59,70,1.233e-6,0.000592,3,64,1.8405e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001696904,0.247824,59,59,70,1.102e-6,0.000592,3,64,1.6912e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001731089,0.247824,59,59,70,1.242e-6,0.000592,3,64,1.8124e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001709788,0.247824,59,59,70,1.834e-6,0.000592,3,64,1.8956e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001690011,0.247824,59,59,70,1.102e-6,0.000592,3,64,1.6822e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001684991,0.247824,59,59,70,1.162e-6,0.000592,3,64,1.8395e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017037069999999998,0.247824,59,59,70,1.112e-6,0.000592,3,64,1.6682e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017325329999999999,0.247824,59,59,70,1.203e-6,0.000592,3,64,1.8264e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017159010000000001,0.247824,59,59,70,1.132e-6,0.000592,3,64,1.8275e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001669481,0.247824,59,59,70,1.272e-6,0.000592,3,64,1.8215e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001721631,0.247824,59,59,70,1.082e-6,0.000592,3,64,1.6732e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001672498,0.247824,59,59,70,1.142e-6,0.000592,3,64,1.8285e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001719988,0.247824,59,59,70,1.052e-6,0.000592,3,64,1.6462e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001733013,0.247824,59,59,70,1.092e-6,0.000592,3,64,1.6492e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001749445,0.247824,59,59,70,1.623e-6,0.000592,3,64,1.7643e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001715661,0.247824,59,59,70,1.072e-6,0.000592,3,64,1.6512e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017263110000000001,0.247824,59,59,70,1.183e-6,0.000592,3,64,1.8265e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001706082,0.247824,59,59,70,1.112e-6,0.000592,3,64,1.6641e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001689119,0.247824,59,59,70,1.203e-6,0.000592,3,64,1.6592e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001705341,0.247824,59,59,70,1.132e-6,0.000592,3,64,1.8355e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001687937,0.247824,59,59,70,1.042e-6,0.000592,3,64,1.6321e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001692555,0.247824,59,59,70,1.012e-6,0.000592,3,64,1.6432e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001709038,0.247824,59,59,70,1.082e-6,0.000592,3,64,1.6531e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001684319,0.247824,59,59,70,1.052e-6,0.000592,3,64,1.6422e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001692726,0.247824,59,59,70,1.042e-6,0.000592,3,64,1.6471e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001753112,0.247824,59,59,70,1.743e-6,0.000592,3,64,1.9127e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001722904,0.247824,59,59,70,1.192e-6,0.000592,3,64,1.8315e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0016973049999999999,0.247824,59,59,70,1.202e-6,0.000592,3,64,1.8295e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001706592,0.247824,59,59,70,1.143e-6,0.000592,3,64,1.6562e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001708256,0.247824,59,59,70,1.203e-6,0.000592,3,64,1.8194e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001707395,0.247824,59,59,70,1.283e-6,0.000592,3,64,1.8214e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001677277,0.247824,59,59,70,2.014e-6,0.000592,3,64,1.9438e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017221229999999999,0.247824,59,59,70,1.172e-6,0.000592,3,64,1.6452e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001714147,0.247824,59,59,70,1.242e-6,0.000592,3,64,1.8145e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001699539,0.247824,59,59,70,1.082e-6,0.000592,3,64,1.6451e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001715711,0.247824,59,59,70,1.573e-6,0.000592,3,64,1.6512e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001757279,0.247824,59,59,70,1.573e-6,0.000592,3,64,1.8796e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001715159,0.247824,59,59,70,1.092e-6,0.000592,3,64,1.6732e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001717403,0.247824,59,59,70,1.163e-6,0.000592,3,64,1.6461e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017136369999999998,0.247824,59,59,70,1.133e-6,0.000592,3,64,1.6622e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017064119999999998,0.247824,59,59,70,1.022e-6,0.000592,3,64,1.6381e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017185059999999999,0.247824,59,59,70,1.263e-6,0.000592,3,64,1.8355e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001691554,0.247824,59,59,70,1.132e-6,0.000592,3,64,1.6582e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.00168917,0.247824,59,59,70,1.102e-6,0.000592,3,64,1.6562e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001693097,0.247824,59,59,70,1.092e-6,0.000592,3,64,1.6602e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001688359,0.247824,59,59,70,1.042e-6,0.000592,3,64,1.6392e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001707655,0.247824,59,59,70,1.112e-6,0.000592,3,64,1.6732e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001708967,0.247824,59,59,70,1.793e-6,0.000592,3,64,1.8595e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.00171528,0.247824,59,59,70,9.62e-7,0.000592,3,64,1.6602e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.00170009,0.247824,59,59,70,1.183e-6,0.000592,3,64,1.8325e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001759173,0.247824,59,59,70,1.112e-6,0.000592,3,64,1.6552e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017107200000000002,0.247824,59,59,70,1.283e-6,0.000592,3,64,1.8064e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017298769999999999,0.247824,59,59,70,1.232e-6,0.000592,3,64,1.8275e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.00173121,0.247824,59,59,70,1.232e-6,0.000592,3,64,1.8145e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001720028,0.247824,59,59,70,1.102e-6,0.000592,3,64,1.6512e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001701112,0.247824,59,59,70,1.163e-6,0.000592,3,64,1.6762e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001703067,0.247824,59,59,70,1.092e-6,0.000592,3,64,1.6592e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017172519999999998,0.247824,59,59,70,1.142e-6,0.000592,3,64,1.6451e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001755457,0.247824,59,59,70,1.773e-6,0.000592,3,64,1.8986e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001694019,0.247824,59,59,70,1.123e-6,0.000592,3,64,1.6412e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001724307,0.247824,59,59,70,1.122e-6,0.000592,3,64,1.8184e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001708256,0.247824,59,59,70,1.112e-6,0.000592,3,64,1.6632e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017056010000000002,0.247824,59,59,70,1.132e-6,0.000592,3,64,1.8666e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001703998,0.247824,59,59,70,9.92e-7,0.000592,3,64,1.6571e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001700451,0.247824,59,59,70,1.233e-6,0.000592,3,64,1.8375e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017006109999999999,0.247824,59,59,70,1.032e-6,0.000592,3,64,1.6372e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001686454,0.247824,59,59,70,1.132e-6,0.000592,3,64,1.8365e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0016821059999999998,0.247824,59,59,70,1.042e-6,0.000592,3,64,1.6391e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001681906,0.247824,59,59,70,1.032e-6,0.000592,3,64,1.6342e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.00173183,0.247824,59,59,70,1.713e-6,0.000592,3,64,1.8846e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001733223,0.247824,59,59,70,1.232e-6,0.000592,3,64,1.8385e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001725379,0.247824,59,59,70,1.263e-6,0.000592,3,64,1.8255e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001704729,0.247824,59,59,70,1.092e-6,0.000592,3,64,1.6581e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001723354,0.247824,59,59,70,1.122e-6,0.000592,3,64,1.6341e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017350870000000002,0.247824,59,59,70,1.112e-6,0.000592,3,64,1.8275e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001729206,0.247824,59,59,70,1.052e-6,0.000592,3,64,1.6562e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017268510000000002,0.247824,59,59,70,1.082e-6,0.000592,3,64,1.6291e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001725388,0.247824,59,59,70,1.062e-6,0.000592,3,64,1.6481e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001718205,0.247824,59,59,70,1.133e-6,0.000592,3,64,1.6592e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001735116,0.247824,59,59,70,1.153e-6,0.000592,3,64,1.8455e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001749054,0.247824,59,59,70,1.694e-6,0.000592,3,64,1.9236e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001731771,0.247824,59,59,70,1.192e-6,0.000592,3,64,1.8285e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001734075,0.247824,59,59,70,1.162e-6,0.000592,3,64,1.8315e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017670779999999998,0.247824,59,59,70,1.353e-6,0.000592,3,64,2.7232e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017209600000000001,0.247824,59,59,70,1.222e-6,0.000592,3,64,1.8295e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001726982,0.247824,59,59,70,1.142e-6,0.000592,3,64,1.8395e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017336349999999999,0.247824,59,59,70,1.272e-6,0.000592,3,64,1.8385e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017291049999999999,0.247824,59,59,70,1.382e-6,0.000592,3,64,1.6522e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017329140000000001,0.247824,59,59,70,1.132e-6,0.000592,3,64,1.6461e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001729627,0.247824,59,59,70,1.182e-6,0.000592,3,64,1.8215e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017290069999999999,0.247824,59,59,70,1.203e-6,0.000592,3,64,1.8315e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001751038,0.247824,59,59,70,2.474e-6,0.000592,3,64,2.612e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001751088,0.247824,59,59,70,1.292e-6,0.000592,3,64,1.8335e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001740627,0.247824,59,59,70,1.303e-6,0.000592,3,64,1.8275e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001719317,0.247824,59,59,70,1.253e-6,0.000592,3,64,1.8335e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001717884,0.247824,59,59,70,1.223e-6,0.000592,3,64,1.8255e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.0017203490000000001,0.247824,59,59,70,1.293e-6,0.000592,3,64,1.8775e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.00173061,0.247824,59,59,70,1.182e-6,0.000592,3,64,1.8295e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001720047,0.247824,59,59,70,1.082e-6,0.000592,3,64,1.6392e-5,0.00144,5
first_order,NZF1,LBFGSSolver,66,91,0.001727613,0.247824,59,59,70,1.102e-6,0.000592,3,64,1.6431e-5,0.00144,5
