Problem name,Solver,mem=,Runtime(ns),Memory used(bytes),Number of steps to solve(iterations),Number of vector-matrix opeartions
AMPGO14,lbfgs,18,82333.0,78456.0,1,17054
AMPGO14,lbfgs,19,82875.0,81848.0,1,17068
AMPGO14,lbfgs,20,86833.0,85336.0,1,17082
AMPGO14,lbfgs,21,83750.0,120472.0,1,17096
AMPGO14,lbfgs,22,86375.0,122424.0,1,17110
AMPGO14,lbfgs,23,88625.0,124280.0,1,17124
AMPGO14,lbfgs,24,85209.0,126248.0,1,17138
AMPGO14,lbfgs,25,84750.0,128104.0,1,17152
AMPGO14,lbfgs,26,89375.0,130024.0,1,17166
AMPGO14,lbfgs,27,89667.0,131928.0,1,17180
AMPGO14,lbfgs,28,88917.0,133848.0,1,17194
AMPGO14,lbfgs,29,85500.0,135704.0,1,17208
AMPGO14,lbfgs,30,89667.0,137672.0,1,17222
AMPGO14,lbfgs,31,89375.0,139528.0,1,17236
AMPGO14,lbfgs,32,89417.0,141448.0,1,17250
AMPGO14,lbfgs,33,89792.0,143336.0,1,17264
AMPGO14,lbfgs,34,91167.0,145256.0,1,17278
AMPGO14,lbfgs,35,89167.0,147160.0,1,17292
AMPGO14,lbfgs,36,92083.0,149144.0,1,17306
AMPGO14,lbfgs,37,90125.0,151000.0,1,17320
AMPGO14,lbfgs,38,88000.0,152904.0,1,17334
AMPGO14,lbfgs,39,88583.0,154760.0,1,17348
AMPGO14,lbfgs,40,89583.0,156744.0,1,17362
AMPGO14,lbfgs,41,92042.0,191432.0,1,17376
AMPGO14,lbfgs,42,98459.0,193288.0,1,17390
AMPGO14,lbfgs,43,92042.0,195144.0,1,17404
AMPGO14,lbfgs,44,91417.0,197128.0,1,17418
AMPGO14,lbfgs,45,90791.0,199064.0,1,17432
AMPGO14,lbfgs,46,97041.0,200920.0,1,17446
AMPGO14,lbfgs,47,93250.0,202776.0,1,17460
AMPGO14,lbfgs,48,92208.0,204824.0,1,17474
AMPGO14,lbfgs,49,93833.0,206680.0,1,17488
AMPGO14,lbfgs,50,94375.0,208616.0,1,17502
AMPGO14,lbfgs,51,93583.0,210472.0,1,17516
AMPGO14,lbfgs,52,92000.0,212328.0,1,17530
AMPGO14,lbfgs,53,91917.0,214184.0,1,17544
AMPGO14,lbfgs,54,92750.0,216232.0,1,17558
AMPGO14,lbfgs,55,94708.0,218200.0,1,17572
AMPGO14,lbfgs,56,92708.0,220056.0,1,17586
AMPGO14,lbfgs,57,95708.0,221912.0,1,17600
AMPGO14,lbfgs,58,98334.0,223768.0,1,17614
AMPGO14,lbfgs,59,97958.0,225624.0,1,17628
AMPGO14,lbfgs,60,99500.0,227672.0,1,17642
AMPGO14,lbfgs,61,98291.0,229528.0,1,17656
AMPGO14,lbfgs,62,97875.0,264232.0,1,17670
AMPGO14,lbfgs,63,100125.0,266088.0,1,17684
AMPGO14,lbfgs,64,96834.0,267944.0,1,17698
AMPGO14,lbfgs,65,97792.0,269800.0,1,17712
AMPGO14,lbfgs,66,99125.0,271784.0,1,17726
AMPGO14,lbfgs,67,103000.0,273720.0,1,17740
AMPGO14,lbfgs,68,99625.0,275576.0,1,17754
AMPGO14,lbfgs,69,98125.0,277432.0,1,17768
AMPGO14,lbfgs,70,105417.0,279480.0,1,17782
AMPGO14,lbfgs,71,102000.0,281336.0,1,17796
AMPGO14,lbfgs,72,101625.0,283272.0,1,17810
AMPGO14,lbfgs,73,101917.0,285128.0,1,17824
AMPGO14,lbfgs,74,99750.0,286984.0,1,17838
AMPGO14,lbfgs,75,99292.0,288840.0,1,17852
AMPGO14,lbfgs,76,99625.0,290888.0,1,17866
AMPGO14,lbfgs,77,104292.0,292856.0,1,17880
AMPGO14,lbfgs,78,99458.0,294712.0,1,17894
AMPGO14,lbfgs,79,102250.0,296568.0,1,17908
AMPGO14,lbfgs,80,100792.0,298424.0,1,17922
AMPGO14,lbfgs,81,100958.0,300280.0,1,17936
AMPGO14,lbfgs,82,101041.0,335160.0,1,17950
AMPGO14,lbfgs,83,105000.0,337016.0,1,17964
AMPGO14,lbfgs,84,113834.0,339000.0,1,17978
AMPGO14,lbfgs,85,99708.0,340856.0,1,17992
AMPGO14,lbfgs,86,101292.0,342712.0,1,18006
AMPGO14,lbfgs,87,104792.0,344568.0,1,18020
AMPGO14,lbfgs,88,101500.0,346424.0,1,18034
AMPGO14,lbfgs,89,107542.0,348280.0,1,18048
AMPGO14,lbfgs,90,110291.0,350456.0,1,18062
AMPGO14,lbfgs,91,108583.0,352312.0,1,18076
AMPGO14,lbfgs,92,104250.0,354312.0,1,18090
AMPGO14,lbfgs,93,109209.0,356168.0,1,18104
AMPGO14,lbfgs,94,105417.0,358024.0,1,18118
AMPGO14,lbfgs,95,108417.0,359880.0,1,18132
AMPGO14,lbfgs,96,105208.0,361736.0,1,18146
AMPGO14,lbfgs,97,104459.0,363592.0,1,18160
AMPGO14,lbfgs,98,111959.0,365448.0,1,18174
AMPGO14,lbfgs,99,109209.0,367304.0,1,18188
AMPGO14,lbfgs,100,104666.0,369480.0,1,18202
AMPGO15,lbfgs,1,80417.0,18456.0,1,18216
AMPGO15,lbfgs,2,81000.0,22376.0,1,18230
AMPGO15,lbfgs,3,82209.0,25784.0,1,18244
AMPGO15,lbfgs,4,81584.0,29256.0,1,18258
AMPGO15,lbfgs,5,84292.0,32664.0,1,18272
AMPGO15,lbfgs,6,80708.0,36136.0,1,18286
AMPGO15,lbfgs,7,79834.0,39544.0,1,18300
AMPGO15,lbfgs,8,84000.0,43016.0,1,18314
AMPGO15,lbfgs,9,84125.0,46936.0,1,18328
AMPGO15,lbfgs,10,87084.0,50408.0,1,18342
AMPGO15,lbfgs,11,85667.0,53816.0,1,18356
AMPGO15,lbfgs,12,82291.0,57288.0,1,18370
AMPGO15,lbfgs,13,84084.0,60696.0,1,18384
AMPGO15,lbfgs,14,84291.0,64168.0,1,18398
AMPGO15,lbfgs,15,88792.0,67576.0,1,18412
AMPGO15,lbfgs,16,83416.0,71048.0,1,18426
AMPGO15,lbfgs,17,85000.0,74968.0,1,18440
AMPGO15,lbfgs,18,85250.0,78456.0,1,18454
AMPGO15,lbfgs,19,85542.0,81848.0,1,18468
AMPGO15,lbfgs,20,83875.0,85336.0,1,18482
AMPGO15,lbfgs,21,83667.0,120472.0,1,18496
AMPGO15,lbfgs,22,86125.0,122424.0,1,18510
AMPGO15,lbfgs,23,84167.0,124280.0,1,18524
AMPGO15,lbfgs,24,86875.0,126248.0,1,18538
AMPGO15,lbfgs,25,90792.0,128104.0,1,18552
AMPGO15,lbfgs,26,85333.0,130024.0,1,18566
AMPGO15,lbfgs,27,89417.0,131928.0,1,18580
AMPGO15,lbfgs,28,85000.0,133848.0,1,18594
AMPGO15,lbfgs,29,88250.0,135704.0,1,18608
AMPGO15,lbfgs,30,109791.0,137672.0,1,18622
AMPGO15,lbfgs,31,88791.0,139528.0,1,18636
AMPGO15,lbfgs,32,96375.0,141448.0,1,18650
AMPGO15,lbfgs,33,87166.0,143336.0,1,18664
AMPGO15,lbfgs,34,89292.0,145256.0,1,18678
AMPGO15,lbfgs,35,87125.0,147160.0,1,18692
AMPGO15,lbfgs,36,87083.0,149144.0,1,18706
AMPGO15,lbfgs,37,87333.0,151000.0,1,18720
AMPGO15,lbfgs,38,87791.0,152904.0,1,18734
AMPGO15,lbfgs,39,89958.0,154760.0,1,18748
AMPGO15,lbfgs,40,88458.0,156744.0,1,18762
AMPGO15,lbfgs,41,89209.0,191432.0,1,18776
AMPGO15,lbfgs,42,98250.0,193288.0,1,18790
AMPGO15,lbfgs,43,98500.0,195144.0,1,18804
AMPGO15,lbfgs,44,94916.0,197128.0,1,18818
AMPGO15,lbfgs,45,94500.0,199064.0,1,18832
AMPGO15,lbfgs,46,90875.0,200920.0,1,18846
AMPGO15,lbfgs,47,98625.0,202776.0,1,18860
AMPGO15,lbfgs,48,93000.0,204824.0,1,18874
AMPGO15,lbfgs,49,93583.0,206680.0,1,18888
AMPGO15,lbfgs,50,95666.0,208616.0,1,18902
AMPGO15,lbfgs,51,95292.0,210472.0,1,18916
AMPGO15,lbfgs,52,92250.0,212328.0,1,18930
AMPGO15,lbfgs,53,94750.0,214184.0,1,18944
AMPGO15,lbfgs,54,95042.0,216232.0,1,18958
AMPGO15,lbfgs,55,95542.0,218200.0,1,18972
AMPGO15,lbfgs,56,95292.0,220056.0,1,18986
AMPGO15,lbfgs,57,96917.0,221912.0,1,19000
AMPGO15,lbfgs,58,97291.0,223768.0,1,19014
AMPGO15,lbfgs,59,101625.0,225624.0,1,19028
AMPGO15,lbfgs,60,102375.0,227672.0,1,19042
AMPGO15,lbfgs,61,94208.0,229528.0,1,19056
AMPGO15,lbfgs,62,97917.0,264232.0,1,19070
AMPGO15,lbfgs,63,98083.0,266088.0,1,19084
AMPGO15,lbfgs,64,97083.0,267944.0,1,19098
AMPGO15,lbfgs,65,99000.0,269800.0,1,19112
AMPGO15,lbfgs,66,98625.0,271784.0,1,19126
AMPGO15,lbfgs,67,96458.0,273720.0,1,19140
AMPGO15,lbfgs,68,99958.0,275576.0,1,19154
AMPGO15,lbfgs,69,99167.0,277432.0,1,19168
AMPGO15,lbfgs,70,97292.0,279480.0,1,19182
AMPGO15,lbfgs,71,96875.0,281336.0,1,19196
AMPGO15,lbfgs,72,99292.0,283272.0,1,19210
AMPGO15,lbfgs,73,100958.0,285128.0,1,19224
AMPGO15,lbfgs,74,100666.0,286984.0,1,19238
AMPGO15,lbfgs,75,97625.0,288840.0,1,19252
AMPGO15,lbfgs,76,103083.0,290888.0,1,19266
AMPGO15,lbfgs,77,106958.0,292856.0,1,19280
AMPGO15,lbfgs,78,104625.0,294712.0,1,19294
AMPGO15,lbfgs,79,101416.0,296568.0,1,19308
AMPGO15,lbfgs,80,102083.0,298424.0,1,19322
AMPGO15,lbfgs,81,101250.0,300280.0,1,19336
AMPGO15,lbfgs,82,103167.0,335160.0,1,19350
AMPGO15,lbfgs,83,101209.0,337016.0,1,19364
AMPGO15,lbfgs,84,103709.0,339000.0,1,19378
AMPGO15,lbfgs,85,105125.0,340856.0,1,19392
AMPGO15,lbfgs,86,106083.0,342712.0,1,19406
AMPGO15,lbfgs,87,109708.0,344568.0,1,19420
AMPGO15,lbfgs,88,105125.0,346424.0,1,19434
AMPGO15,lbfgs,89,103500.0,348280.0,1,19448
AMPGO15,lbfgs,90,107833.0,350456.0,1,19462
AMPGO15,lbfgs,91,106833.0,352312.0,1,19476
AMPGO15,lbfgs,92,105875.0,354312.0,1,19490
AMPGO15,lbfgs,93,104833.0,356168.0,1,19504
AMPGO15,lbfgs,94,105333.0,358024.0,1,19518
AMPGO15,lbfgs,95,108917.0,359880.0,1,19532
AMPGO15,lbfgs,96,108000.0,361736.0,1,19546
AMPGO15,lbfgs,97,109917.0,363592.0,1,19560
AMPGO15,lbfgs,98,105250.0,365448.0,1,19574
AMPGO15,lbfgs,99,106958.0,367304.0,1,19588
AMPGO15,lbfgs,100,108458.0,369480.0,1,19602
AMPGO18,lbfgs,1,79916.0,18456.0,1,19616
AMPGO18,lbfgs,2,78666.0,22376.0,1,19630
AMPGO18,lbfgs,3,80958.0,25784.0,1,19644
AMPGO18,lbfgs,4,83750.0,29256.0,1,19658
AMPGO18,lbfgs,5,81958.0,32664.0,1,19672
AMPGO18,lbfgs,6,82167.0,36136.0,1,19686
AMPGO18,lbfgs,7,81667.0,39544.0,1,19700
AMPGO18,lbfgs,8,83583.0,43016.0,1,19714
AMPGO18,lbfgs,9,88791.0,46936.0,1,19728
AMPGO18,lbfgs,10,83458.0,50408.0,1,19742
AMPGO18,lbfgs,11,85666.0,53816.0,1,19756
AMPGO18,lbfgs,12,81833.0,57288.0,1,19770
AMPGO18,lbfgs,13,84917.0,60696.0,1,19784
AMPGO18,lbfgs,14,85208.0,64168.0,1,19798
AMPGO18,lbfgs,15,86583.0,67576.0,1,19812
AMPGO18,lbfgs,16,85250.0,71048.0,1,19826
AMPGO18,lbfgs,17,83000.0,74968.0,1,19840
AMPGO18,lbfgs,18,85416.0,78456.0,1,19854
AMPGO18,lbfgs,19,86042.0,81848.0,1,19868
AMPGO18,lbfgs,20,89333.0,85336.0,1,19882
AMPGO18,lbfgs,21,86167.0,120472.0,1,19896
AMPGO18,lbfgs,22,86500.0,122424.0,1,19910
AMPGO18,lbfgs,23,85000.0,124280.0,1,19924
AMPGO18,lbfgs,24,84333.0,126248.0,1,19938
AMPGO18,lbfgs,25,87166.0,128104.0,1,19952
AMPGO18,lbfgs,26,88416.0,130024.0,1,19966
AMPGO18,lbfgs,27,86833.0,131928.0,1,19980
AMPGO18,lbfgs,28,88042.0,133848.0,1,19994
AMPGO18,lbfgs,29,85875.0,135704.0,1,20008
AMPGO18,lbfgs,30,87750.0,137672.0,1,20022
AMPGO18,lbfgs,31,90750.0,139528.0,1,20036
AMPGO18,lbfgs,32,86667.0,141448.0,1,20050
AMPGO18,lbfgs,33,90917.0,143336.0,1,20064
AMPGO18,lbfgs,34,87833.0,145256.0,1,20078
AMPGO18,lbfgs,35,87833.0,147160.0,1,20092
AMPGO18,lbfgs,36,87792.0,149144.0,1,20106
AMPGO18,lbfgs,37,87500.0,151000.0,1,20120
AMPGO18,lbfgs,38,88084.0,152904.0,1,20134
AMPGO18,lbfgs,39,88625.0,154760.0,1,20148
AMPGO18,lbfgs,40,95375.0,156744.0,1,20162
AMPGO18,lbfgs,41,94583.0,191432.0,1,20176
AMPGO18,lbfgs,42,91708.0,193288.0,1,20190
AMPGO18,lbfgs,43,92750.0,195144.0,1,20204
AMPGO18,lbfgs,44,92875.0,197128.0,1,20218
AMPGO18,lbfgs,45,90209.0,199064.0,1,20232
AMPGO18,lbfgs,46,91833.0,200920.0,1,20246
AMPGO18,lbfgs,47,90792.0,202776.0,1,20260
AMPGO18,lbfgs,48,93625.0,204824.0,1,20274
AMPGO18,lbfgs,49,92834.0,206680.0,1,20288
AMPGO18,lbfgs,50,93083.0,208616.0,1,20302
AMPGO18,lbfgs,51,104291.0,210472.0,1,20316
AMPGO18,lbfgs,52,91500.0,212328.0,1,20330
AMPGO18,lbfgs,53,94917.0,214184.0,1,20344
AMPGO18,lbfgs,54,95125.0,216232.0,1,20358
AMPGO18,lbfgs,55,96084.0,218200.0,1,20372
AMPGO18,lbfgs,56,95375.0,220056.0,1,20386
AMPGO18,lbfgs,57,94042.0,221912.0,1,20400
AMPGO18,lbfgs,58,96875.0,223768.0,1,20414
AMPGO18,lbfgs,59,99042.0,225624.0,1,20428
AMPGO18,lbfgs,60,99625.0,227672.0,1,20442
AMPGO18,lbfgs,61,96208.0,229528.0,1,20456
AMPGO18,lbfgs,62,97792.0,264232.0,1,20470
AMPGO18,lbfgs,63,97875.0,266088.0,1,20484
AMPGO18,lbfgs,64,98333.0,267944.0,1,20498
AMPGO18,lbfgs,65,97250.0,269800.0,1,20512
AMPGO18,lbfgs,66,100500.0,271784.0,1,20526
AMPGO18,lbfgs,67,99166.0,273720.0,1,20540
AMPGO18,lbfgs,68,102166.0,275576.0,1,20554
AMPGO18,lbfgs,69,101000.0,277432.0,1,20568
AMPGO18,lbfgs,70,97292.0,279480.0,1,20582
AMPGO18,lbfgs,71,99709.0,281336.0,1,20596
AMPGO18,lbfgs,72,97834.0,283272.0,1,20610
AMPGO18,lbfgs,73,99583.0,285128.0,1,20624
AMPGO18,lbfgs,74,101250.0,286984.0,1,20638
AMPGO18,lbfgs,75,103333.0,288840.0,1,20652
AMPGO18,lbfgs,76,101417.0,290888.0,1,20666
AMPGO18,lbfgs,77,98917.0,292856.0,1,20680
AMPGO18,lbfgs,78,99125.0,294712.0,1,20694
AMPGO18,lbfgs,79,99958.0,296568.0,1,20708
AMPGO18,lbfgs,80,100541.0,298424.0,1,20722
AMPGO18,lbfgs,81,102875.0,300280.0,1,20736
AMPGO18,lbfgs,82,102958.0,335160.0,1,20750
AMPGO18,lbfgs,83,103625.0,337016.0,1,20764
AMPGO18,lbfgs,84,114500.0,339000.0,1,20778
AMPGO18,lbfgs,85,101375.0,340856.0,1,20792
AMPGO18,lbfgs,86,105125.0,342712.0,1,20806
AMPGO18,lbfgs,87,112541.0,344568.0,1,20820
AMPGO18,lbfgs,88,110166.0,346424.0,1,20834
AMPGO18,lbfgs,89,105959.0,348280.0,1,20848
AMPGO18,lbfgs,90,106458.0,350456.0,1,20862
AMPGO18,lbfgs,91,106875.0,352312.0,1,20876
AMPGO18,lbfgs,92,104000.0,354312.0,1,20890
AMPGO18,lbfgs,93,113167.0,356168.0,1,20904
AMPGO18,lbfgs,94,106500.0,358024.0,1,20918
AMPGO18,lbfgs,95,105000.0,359880.0,1,20932
AMPGO18,lbfgs,96,108833.0,361736.0,1,20946
AMPGO18,lbfgs,97,106041.0,363592.0,1,20960
AMPGO18,lbfgs,98,110125.0,365448.0,1,20974
AMPGO18,lbfgs,99,109167.0,367304.0,1,20988
AMPGO18,lbfgs,100,113875.0,369480.0,1,21002
AMPGO20,lbfgs,1,80208.0,18456.0,1,21016
AMPGO20,lbfgs,2,78667.0,22376.0,1,21030
AMPGO20,lbfgs,3,79291.0,25784.0,1,21044
AMPGO20,lbfgs,4,79750.0,29256.0,1,21058
AMPGO20,lbfgs,5,82167.0,32664.0,1,21072
AMPGO20,lbfgs,6,80333.0,36136.0,1,21086
AMPGO20,lbfgs,7,80208.0,39544.0,1,21100
AMPGO20,lbfgs,8,83417.0,43016.0,1,21114
AMPGO20,lbfgs,9,84625.0,46936.0,1,21128
AMPGO20,lbfgs,10,83041.0,50408.0,1,21142
AMPGO20,lbfgs,11,84083.0,53816.0,1,21156
AMPGO20,lbfgs,12,83750.0,57288.0,1,21170
AMPGO20,lbfgs,13,83958.0,60696.0,1,21184
AMPGO20,lbfgs,14,82000.0,64168.0,1,21198
AMPGO20,lbfgs,15,86542.0,67576.0,1,21212
AMPGO20,lbfgs,16,82458.0,71048.0,1,21226
AMPGO20,lbfgs,17,84250.0,74968.0,1,21240
AMPGO20,lbfgs,18,85667.0,78456.0,1,21254
AMPGO20,lbfgs,19,83792.0,81848.0,1,21268
AMPGO20,lbfgs,20,83125.0,85336.0,1,21282
AMPGO20,lbfgs,21,83625.0,120472.0,1,21296
AMPGO20,lbfgs,22,83167.0,122424.0,1,21310
AMPGO20,lbfgs,23,86083.0,124280.0,1,21324
AMPGO20,lbfgs,24,83792.0,126248.0,1,21338
AMPGO20,lbfgs,25,84708.0,128104.0,1,21352
AMPGO20,lbfgs,26,86916.0,130024.0,1,21366
AMPGO20,lbfgs,27,84958.0,131928.0,1,21380
AMPGO20,lbfgs,28,85083.0,133848.0,1,21394
AMPGO20,lbfgs,29,85834.0,135704.0,1,21408
AMPGO20,lbfgs,30,85666.0,137672.0,1,21422
AMPGO20,lbfgs,31,85625.0,139528.0,1,21436
AMPGO20,lbfgs,32,88292.0,141448.0,1,21450
AMPGO20,lbfgs,33,88458.0,143336.0,1,21464
AMPGO20,lbfgs,34,86125.0,145256.0,1,21478
AMPGO20,lbfgs,35,89416.0,147160.0,1,21492
AMPGO20,lbfgs,36,88000.0,149144.0,1,21506
AMPGO20,lbfgs,37,88083.0,151000.0,1,21520
AMPGO20,lbfgs,38,90667.0,152904.0,1,21534
AMPGO20,lbfgs,39,88291.0,154760.0,1,21548
AMPGO20,lbfgs,40,91792.0,156744.0,1,21562
AMPGO20,lbfgs,41,98708.0,191432.0,1,21576
AMPGO20,lbfgs,42,90083.0,193288.0,1,21590
AMPGO20,lbfgs,43,89209.0,195144.0,1,21604
AMPGO20,lbfgs,44,89709.0,197128.0,1,21618
AMPGO20,lbfgs,45,93083.0,199064.0,1,21632
AMPGO20,lbfgs,46,91875.0,200920.0,1,21646
AMPGO20,lbfgs,47,91333.0,202776.0,1,21660
AMPGO20,lbfgs,48,92750.0,204824.0,1,21674
AMPGO20,lbfgs,49,91125.0,206680.0,1,21688
AMPGO20,lbfgs,50,92250.0,208616.0,1,21702
AMPGO20,lbfgs,51,94375.0,210472.0,1,21716
AMPGO20,lbfgs,52,94708.0,212328.0,1,21730
AMPGO20,lbfgs,53,95292.0,214184.0,1,21744
AMPGO20,lbfgs,54,93417.0,216232.0,1,21758
AMPGO20,lbfgs,55,94000.0,218200.0,1,21772
AMPGO20,lbfgs,56,97958.0,220056.0,1,21786
AMPGO20,lbfgs,57,93208.0,221912.0,1,21800
AMPGO20,lbfgs,58,98292.0,223768.0,1,21814
AMPGO20,lbfgs,59,97792.0,225624.0,1,21828
AMPGO20,lbfgs,60,98667.0,227672.0,1,21842
AMPGO20,lbfgs,61,94500.0,229528.0,1,21856
AMPGO20,lbfgs,62,94375.0,264232.0,1,21870
AMPGO20,lbfgs,63,97333.0,266088.0,1,21884
AMPGO20,lbfgs,64,95875.0,267944.0,1,21898
AMPGO20,lbfgs,65,98416.0,269800.0,1,21912
AMPGO20,lbfgs,66,98250.0,271784.0,1,21926
AMPGO20,lbfgs,67,97750.0,273720.0,1,21940
AMPGO20,lbfgs,68,98416.0,275576.0,1,21954
AMPGO20,lbfgs,69,98709.0,277432.0,1,21968
AMPGO20,lbfgs,70,99250.0,279480.0,1,21982
AMPGO20,lbfgs,71,103334.0,281336.0,1,21996
AMPGO20,lbfgs,72,101583.0,283272.0,1,22010
AMPGO20,lbfgs,73,100959.0,285128.0,1,22024
AMPGO20,lbfgs,74,103250.0,286984.0,1,22038
AMPGO20,lbfgs,75,101500.0,288840.0,1,22052
AMPGO20,lbfgs,76,102625.0,290888.0,1,22066
AMPGO20,lbfgs,77,100583.0,292856.0,1,22080
AMPGO20,lbfgs,78,100583.0,294712.0,1,22094
AMPGO20,lbfgs,79,103000.0,296568.0,1,22108
AMPGO20,lbfgs,80,104000.0,298424.0,1,22122
AMPGO20,lbfgs,81,103209.0,300280.0,1,22136
AMPGO20,lbfgs,82,120208.0,335160.0,1,22150
AMPGO20,lbfgs,83,101209.0,337016.0,1,22164
AMPGO20,lbfgs,84,104708.0,339000.0,1,22178
AMPGO20,lbfgs,85,102250.0,340856.0,1,22192
AMPGO20,lbfgs,86,106750.0,342712.0,1,22206
AMPGO20,lbfgs,87,101709.0,344568.0,1,22220
AMPGO20,lbfgs,88,104959.0,346424.0,1,22234
AMPGO20,lbfgs,89,103417.0,348280.0,1,22248
AMPGO20,lbfgs,90,105792.0,350456.0,1,22262
AMPGO20,lbfgs,91,106333.0,352312.0,1,22276
AMPGO20,lbfgs,92,106917.0,354312.0,1,22290
AMPGO20,lbfgs,93,106708.0,356168.0,1,22304
AMPGO20,lbfgs,94,103542.0,358024.0,1,22318
AMPGO20,lbfgs,95,107292.0,359880.0,1,22332
AMPGO20,lbfgs,96,108583.0,361736.0,1,22346
AMPGO20,lbfgs,97,107084.0,363592.0,1,22360
AMPGO20,lbfgs,98,105458.0,365448.0,1,22374
AMPGO20,lbfgs,99,108042.0,367304.0,1,22388
AMPGO20,lbfgs,100,111917.0,369480.0,1,22402
AMPGO21,lbfgs,1,80084.0,18456.0,1,22416
AMPGO21,lbfgs,2,81792.0,22376.0,1,22430
AMPGO21,lbfgs,3,82541.0,25784.0,1,22444
AMPGO21,lbfgs,4,79500.0,29256.0,1,22458
AMPGO21,lbfgs,5,81500.0,32664.0,1,22472
AMPGO21,lbfgs,6,81834.0,36136.0,1,22486
AMPGO21,lbfgs,7,85125.0,39544.0,1,22500
AMPGO21,lbfgs,8,88542.0,43016.0,1,22514
AMPGO21,lbfgs,9,85084.0,46936.0,1,22528
AMPGO21,lbfgs,10,84041.0,50408.0,1,22542
AMPGO21,lbfgs,11,83833.0,53816.0,1,22556
AMPGO21,lbfgs,12,84959.0,57288.0,1,22570
AMPGO21,lbfgs,13,83584.0,60696.0,1,22584
AMPGO21,lbfgs,14,83875.0,64168.0,1,22598
AMPGO21,lbfgs,15,85750.0,67576.0,1,22612
AMPGO21,lbfgs,16,82333.0,71048.0,1,22626
AMPGO21,lbfgs,17,84250.0,74968.0,1,22640
AMPGO21,lbfgs,18,85417.0,78456.0,1,22654
AMPGO21,lbfgs,19,83625.0,81848.0,1,22668
AMPGO21,lbfgs,20,89000.0,85336.0,1,22682
AMPGO21,lbfgs,21,85875.0,120472.0,1,22696
AMPGO21,lbfgs,22,88583.0,122424.0,1,22710
AMPGO21,lbfgs,23,84292.0,124280.0,1,22724
AMPGO21,lbfgs,24,84167.0,126248.0,1,22738
AMPGO21,lbfgs,25,87625.0,128104.0,1,22752
AMPGO21,lbfgs,26,87458.0,130024.0,1,22766
AMPGO21,lbfgs,27,88791.0,131928.0,1,22780
AMPGO21,lbfgs,28,88292.0,133848.0,1,22794
AMPGO21,lbfgs,29,86250.0,135704.0,1,22808
AMPGO21,lbfgs,30,88000.0,137672.0,1,22822
AMPGO21,lbfgs,31,86666.0,139528.0,1,22836
AMPGO21,lbfgs,32,88833.0,141448.0,1,22850
AMPGO21,lbfgs,33,90042.0,143336.0,1,22864
AMPGO21,lbfgs,34,89417.0,145256.0,1,22878
AMPGO21,lbfgs,35,86958.0,147160.0,1,22892
AMPGO21,lbfgs,36,89250.0,149144.0,1,22906
AMPGO21,lbfgs,37,90291.0,151000.0,1,22920
AMPGO21,lbfgs,38,90125.0,152904.0,1,22934
AMPGO21,lbfgs,39,90875.0,154760.0,1,22948
AMPGO21,lbfgs,40,89875.0,156744.0,1,22962
AMPGO21,lbfgs,41,89917.0,191432.0,1,22976
AMPGO21,lbfgs,42,92292.0,193288.0,1,22990
AMPGO21,lbfgs,43,92166.0,195144.0,1,23004
AMPGO21,lbfgs,44,90875.0,197128.0,1,23018
AMPGO21,lbfgs,45,89917.0,199064.0,1,23032
AMPGO21,lbfgs,46,93291.0,200920.0,1,23046
AMPGO21,lbfgs,47,93250.0,202776.0,1,23060
AMPGO21,lbfgs,48,91375.0,204824.0,1,23074
AMPGO21,lbfgs,49,91000.0,206680.0,1,23088
AMPGO21,lbfgs,50,90167.0,208616.0,1,23102
AMPGO21,lbfgs,51,91458.0,210472.0,1,23116
AMPGO21,lbfgs,52,95167.0,212328.0,1,23130
AMPGO21,lbfgs,53,95000.0,214184.0,1,23144
AMPGO21,lbfgs,54,94333.0,216232.0,1,23158
AMPGO21,lbfgs,55,93000.0,218200.0,1,23172
AMPGO21,lbfgs,56,96167.0,220056.0,1,23186
AMPGO21,lbfgs,57,103000.0,221912.0,1,23200
AMPGO21,lbfgs,58,93125.0,223768.0,1,23214
AMPGO21,lbfgs,59,94250.0,225624.0,1,23228
AMPGO21,lbfgs,60,98750.0,227672.0,1,23242
AMPGO21,lbfgs,61,98375.0,229528.0,1,23256
AMPGO21,lbfgs,62,97250.0,264232.0,1,23270
AMPGO21,lbfgs,63,97750.0,266088.0,1,23284
AMPGO21,lbfgs,64,99875.0,267944.0,1,23298
AMPGO21,lbfgs,65,98459.0,269800.0,1,23312
AMPGO21,lbfgs,66,96917.0,271784.0,1,23326
AMPGO21,lbfgs,67,98958.0,273720.0,1,23340
AMPGO21,lbfgs,68,97458.0,275576.0,1,23354
AMPGO21,lbfgs,69,101292.0,277432.0,1,23368
AMPGO21,lbfgs,70,100542.0,279480.0,1,23382
AMPGO21,lbfgs,71,101375.0,281336.0,1,23396
AMPGO21,lbfgs,72,100833.0,283272.0,1,23410
AMPGO21,lbfgs,73,97500.0,285128.0,1,23424
AMPGO21,lbfgs,74,100334.0,286984.0,1,23438
AMPGO21,lbfgs,75,101125.0,288840.0,1,23452
AMPGO21,lbfgs,76,98625.0,290888.0,1,23466
AMPGO21,lbfgs,77,99667.0,292856.0,1,23480
AMPGO21,lbfgs,78,100083.0,294712.0,1,23494
AMPGO21,lbfgs,79,104458.0,296568.0,1,23508
AMPGO21,lbfgs,80,99875.0,298424.0,1,23522
AMPGO21,lbfgs,81,101166.0,300280.0,1,23536
