Problem name,Solver,mem=,Runtime(ns),Memory used(bytes),Number of steps to solve(iterations),Number of vector-matrix opeartions
Shpak1,lbfgs,39,90791.0,154760.0,1,32748
Shpak1,lbfgs,40,94375.0,156744.0,1,32762
Shpak1,lbfgs,41,88833.0,191432.0,1,32776
Shpak1,lbfgs,42,92084.0,193288.0,1,32790
Shpak1,lbfgs,43,89542.0,195144.0,1,32804
Shpak1,lbfgs,44,91958.0,197128.0,1,32818
Shpak1,lbfgs,45,93375.0,199064.0,1,32832
Shpak1,lbfgs,46,90500.0,200920.0,1,32846
Shpak1,lbfgs,47,92625.0,202776.0,1,32860
Shpak1,lbfgs,48,92208.0,204824.0,1,32874
Shpak1,lbfgs,49,94083.0,206680.0,1,32888
Shpak1,lbfgs,50,94584.0,208616.0,1,32902
Shpak1,lbfgs,51,92125.0,210472.0,1,32916
Shpak1,lbfgs,52,93875.0,212328.0,1,32930
Shpak1,lbfgs,53,92625.0,214184.0,1,32944
Shpak1,lbfgs,54,94166.0,216232.0,1,32958
Shpak1,lbfgs,55,95500.0,218200.0,1,32972
Shpak1,lbfgs,56,93333.0,220056.0,1,32986
Shpak1,lbfgs,57,93541.0,221912.0,1,33000
Shpak1,lbfgs,58,96042.0,223768.0,1,33014
Shpak1,lbfgs,59,95708.0,225624.0,1,33028
Shpak1,lbfgs,60,97958.0,227672.0,1,33042
Shpak1,lbfgs,61,97916.0,229528.0,1,33056
Shpak1,lbfgs,62,98541.0,264232.0,1,33070
Shpak1,lbfgs,63,98583.0,266088.0,1,33084
Shpak1,lbfgs,64,97417.0,267944.0,1,33098
Shpak1,lbfgs,65,95209.0,269800.0,1,33112
Shpak1,lbfgs,66,97500.0,271784.0,1,33126
Shpak1,lbfgs,67,101375.0,273720.0,1,33140
Shpak1,lbfgs,68,99458.0,275576.0,1,33154
Shpak1,lbfgs,69,97667.0,277432.0,1,33168
Shpak1,lbfgs,70,104000.0,279480.0,1,33182
Shpak1,lbfgs,71,98875.0,281336.0,1,33196
Shpak1,lbfgs,72,102250.0,283272.0,1,33210
Shpak1,lbfgs,73,102000.0,285128.0,1,33224
Shpak1,lbfgs,74,103458.0,286984.0,1,33238
Shpak1,lbfgs,75,99250.0,288840.0,1,33252
Shpak1,lbfgs,76,102666.0,290888.0,1,33266
Shpak1,lbfgs,77,99167.0,292856.0,1,33280
Shpak1,lbfgs,78,107833.0,294712.0,1,33294
Shpak1,lbfgs,79,99792.0,296568.0,1,33308
Shpak1,lbfgs,80,103375.0,298424.0,1,33322
Shpak1,lbfgs,81,99708.0,300280.0,1,33336
Shpak1,lbfgs,82,99625.0,335160.0,1,33350
Shpak1,lbfgs,83,101959.0,337016.0,1,33364
Shpak1,lbfgs,84,100916.0,339000.0,1,33378
Shpak1,lbfgs,85,104041.0,340856.0,1,33392
Shpak1,lbfgs,86,101042.0,342712.0,1,33406
Shpak1,lbfgs,87,103458.0,344568.0,1,33420
Shpak1,lbfgs,88,106417.0,346424.0,1,33434
Shpak1,lbfgs,89,106541.0,348280.0,1,33448
Shpak1,lbfgs,90,106541.0,350456.0,1,33462
Shpak1,lbfgs,91,103042.0,352312.0,1,33476
Shpak1,lbfgs,92,105209.0,354312.0,1,33490
Shpak1,lbfgs,93,104125.0,356168.0,1,33504
Shpak1,lbfgs,94,106292.0,358024.0,1,33518
Shpak1,lbfgs,95,106958.0,359880.0,1,33532
Shpak1,lbfgs,96,104875.0,361736.0,1,33546
Shpak1,lbfgs,97,105167.0,363592.0,1,33560
Shpak1,lbfgs,98,108541.0,365448.0,1,33574
Shpak1,lbfgs,99,105375.0,367304.0,1,33588
Shpak1,lbfgs,100,108875.0,369480.0,1,33602
Shpak2,lbfgs,1,80125.0,18456.0,1,33616
Shpak2,lbfgs,2,80458.0,22376.0,1,33630
Shpak2,lbfgs,3,79125.0,25784.0,1,33644
Shpak2,lbfgs,4,79542.0,29256.0,1,33658
Shpak2,lbfgs,5,79584.0,32664.0,1,33672
Shpak2,lbfgs,6,81542.0,36136.0,1,33686
Shpak2,lbfgs,7,79875.0,39544.0,1,33700
Shpak2,lbfgs,8,82125.0,43016.0,1,33714
Shpak2,lbfgs,9,82041.0,46936.0,1,33728
Shpak2,lbfgs,10,89458.0,50408.0,1,33742
Shpak2,lbfgs,11,89542.0,53816.0,1,33756
Shpak2,lbfgs,12,82583.0,57288.0,1,33770
Shpak2,lbfgs,13,83375.0,60696.0,1,33784
Shpak2,lbfgs,14,82083.0,64168.0,1,33798
Shpak2,lbfgs,15,83291.0,67576.0,1,33812
Shpak2,lbfgs,16,84417.0,71048.0,1,33826
Shpak2,lbfgs,17,82792.0,74968.0,1,33840
Shpak2,lbfgs,18,87209.0,78456.0,1,33854
Shpak2,lbfgs,19,86709.0,81848.0,1,33868
Shpak2,lbfgs,20,86333.0,85336.0,1,33882
Shpak2,lbfgs,21,83875.0,120472.0,1,33896
Shpak2,lbfgs,22,83416.0,122424.0,1,33910
Shpak2,lbfgs,23,86083.0,124280.0,1,33924
Shpak2,lbfgs,24,85042.0,126248.0,1,33938
Shpak2,lbfgs,25,84666.0,128104.0,1,33952
Shpak2,lbfgs,26,86084.0,130024.0,1,33966
Shpak2,lbfgs,27,87125.0,131928.0,1,33980
Shpak2,lbfgs,28,85750.0,133848.0,1,33994
Shpak2,lbfgs,29,85209.0,135704.0,1,34008
Shpak2,lbfgs,30,86500.0,137672.0,1,34022
Shpak2,lbfgs,31,88500.0,139528.0,1,34036
Shpak2,lbfgs,32,89541.0,141448.0,1,34050
Shpak2,lbfgs,33,87250.0,143336.0,1,34064
Shpak2,lbfgs,34,86750.0,145256.0,1,34078
Shpak2,lbfgs,35,89875.0,147160.0,1,34092
Shpak2,lbfgs,36,87792.0,149144.0,1,34106
Shpak2,lbfgs,37,89791.0,151000.0,1,34120
Shpak2,lbfgs,38,87292.0,152904.0,1,34134
Shpak2,lbfgs,39,90917.0,154760.0,1,34148
Shpak2,lbfgs,40,90917.0,156744.0,1,34162
Shpak2,lbfgs,41,91583.0,191432.0,1,34176
Shpak2,lbfgs,42,89292.0,193288.0,1,34190
Shpak2,lbfgs,43,92250.0,195144.0,1,34204
Shpak2,lbfgs,44,93542.0,197128.0,1,34218
Shpak2,lbfgs,45,92833.0,199064.0,1,34232
Shpak2,lbfgs,46,94083.0,200920.0,1,34246
Shpak2,lbfgs,47,93542.0,202776.0,1,34260
Shpak2,lbfgs,48,93500.0,204824.0,1,34274
Shpak2,lbfgs,49,90833.0,206680.0,1,34288
Shpak2,lbfgs,50,94917.0,208616.0,1,34302
Shpak2,lbfgs,51,96000.0,210472.0,1,34316
Shpak2,lbfgs,52,91750.0,212328.0,1,34330
Shpak2,lbfgs,53,92541.0,214184.0,1,34344
Shpak2,lbfgs,54,95417.0,216232.0,1,34358
Shpak2,lbfgs,55,93208.0,218200.0,1,34372
Shpak2,lbfgs,56,96333.0,220056.0,1,34386
Shpak2,lbfgs,57,96000.0,221912.0,1,34400
Shpak2,lbfgs,58,92666.0,223768.0,1,34414
Shpak2,lbfgs,59,97458.0,225624.0,1,34428
Shpak2,lbfgs,60,98917.0,227672.0,1,34442
Shpak2,lbfgs,61,96833.0,229528.0,1,34456
Shpak2,lbfgs,62,98500.0,264232.0,1,34470
Shpak2,lbfgs,63,99917.0,266088.0,1,34484
Shpak2,lbfgs,64,96208.0,267944.0,1,34498
Shpak2,lbfgs,65,96500.0,269800.0,1,34512
Shpak2,lbfgs,66,99833.0,271784.0,1,34526
Shpak2,lbfgs,67,100000.0,273720.0,1,34540
Shpak2,lbfgs,68,97750.0,275576.0,1,34554
Shpak2,lbfgs,69,96875.0,277432.0,1,34568
Shpak2,lbfgs,70,100542.0,279480.0,1,34582
Shpak2,lbfgs,71,97667.0,281336.0,1,34596
Shpak2,lbfgs,72,98000.0,283272.0,1,34610
Shpak2,lbfgs,73,101291.0,285128.0,1,34624
Shpak2,lbfgs,74,97375.0,286984.0,1,34638
Shpak2,lbfgs,75,97333.0,288840.0,1,34652
Shpak2,lbfgs,76,105000.0,290888.0,1,34666
Shpak2,lbfgs,77,101375.0,292856.0,1,34680
Shpak2,lbfgs,78,103500.0,294712.0,1,34694
Shpak2,lbfgs,79,101209.0,296568.0,1,34708
Shpak2,lbfgs,80,104750.0,298424.0,1,34722
Shpak2,lbfgs,81,102958.0,300280.0,1,34736
Shpak2,lbfgs,82,106834.0,335160.0,1,34750
Shpak2,lbfgs,83,103542.0,337016.0,1,34764
Shpak2,lbfgs,84,101500.0,339000.0,1,34778
Shpak2,lbfgs,85,102083.0,340856.0,1,34792
Shpak2,lbfgs,86,105083.0,342712.0,1,34806
Shpak2,lbfgs,87,103125.0,344568.0,1,34820
Shpak2,lbfgs,88,108459.0,346424.0,1,34834
Shpak2,lbfgs,89,106917.0,348280.0,1,34848
Shpak2,lbfgs,90,106375.0,350456.0,1,34862
Shpak2,lbfgs,91,104583.0,352312.0,1,34876
Shpak2,lbfgs,92,104708.0,354312.0,1,34890
Shpak2,lbfgs,93,106500.0,356168.0,1,34904
Shpak2,lbfgs,94,104416.0,358024.0,1,34918
Shpak2,lbfgs,95,107500.0,359880.0,1,34932
Shpak2,lbfgs,96,105625.0,361736.0,1,34946
Shpak2,lbfgs,97,104959.0,363592.0,1,34960
Shpak2,lbfgs,98,109125.0,365448.0,1,34974
Shpak2,lbfgs,99,108334.0,367304.0,1,34988
Shpak2,lbfgs,100,108208.0,369480.0,1,35002
Shpak3,lbfgs,1,77833.0,18456.0,1,35016
Shpak3,lbfgs,2,78167.0,22376.0,1,35030
Shpak3,lbfgs,3,78625.0,25784.0,1,35044
Shpak3,lbfgs,4,78541.0,29256.0,1,35058
Shpak3,lbfgs,5,81209.0,32664.0,1,35072
Shpak3,lbfgs,6,81000.0,36136.0,1,35086
Shpak3,lbfgs,7,81834.0,39544.0,1,35100
Shpak3,lbfgs,8,79792.0,43016.0,1,35114
Shpak3,lbfgs,9,84666.0,46936.0,1,35128
Shpak3,lbfgs,10,85334.0,50408.0,1,35142
Shpak3,lbfgs,11,87125.0,53816.0,1,35156
Shpak3,lbfgs,12,90708.0,57288.0,1,35170
Shpak3,lbfgs,13,92000.0,60696.0,1,35184
Shpak3,lbfgs,14,87333.0,64168.0,1,35198
Shpak3,lbfgs,15,84292.0,67576.0,1,35212
Shpak3,lbfgs,16,85125.0,71048.0,1,35226
Shpak3,lbfgs,17,83000.0,74968.0,1,35240
Shpak3,lbfgs,18,85000.0,78456.0,1,35254
Shpak3,lbfgs,19,83375.0,81848.0,1,35268
Shpak3,lbfgs,20,83209.0,85336.0,1,35282
Shpak3,lbfgs,21,85375.0,120472.0,1,35296
Shpak3,lbfgs,22,83417.0,122424.0,1,35310
Shpak3,lbfgs,23,86041.0,124280.0,1,35324
Shpak3,lbfgs,24,86041.0,126248.0,1,35338
Shpak3,lbfgs,25,84500.0,128104.0,1,35352
Shpak3,lbfgs,26,84667.0,130024.0,1,35366
Shpak3,lbfgs,27,89583.0,131928.0,1,35380
Shpak3,lbfgs,28,85875.0,133848.0,1,35394
Shpak3,lbfgs,29,85959.0,135704.0,1,35408
Shpak3,lbfgs,30,88500.0,137672.0,1,35422
Shpak3,lbfgs,31,86125.0,139528.0,1,35436
Shpak3,lbfgs,32,88375.0,141448.0,1,35450
Shpak3,lbfgs,33,89917.0,143336.0,1,35464
Shpak3,lbfgs,34,89375.0,145256.0,1,35478
Shpak3,lbfgs,35,87583.0,147160.0,1,35492
Shpak3,lbfgs,36,91791.0,149144.0,1,35506
Shpak3,lbfgs,37,89417.0,151000.0,1,35520
Shpak3,lbfgs,38,93542.0,152904.0,1,35534
Shpak3,lbfgs,39,89500.0,154760.0,1,35548
Shpak3,lbfgs,40,88542.0,156744.0,1,35562
Shpak3,lbfgs,41,91833.0,191432.0,1,35576
Shpak3,lbfgs,42,89750.0,193288.0,1,35590
Shpak3,lbfgs,43,90584.0,195144.0,1,35604
Shpak3,lbfgs,44,90958.0,197128.0,1,35618
Shpak3,lbfgs,45,91083.0,199064.0,1,35632
Shpak3,lbfgs,46,93666.0,200920.0,1,35646
Shpak3,lbfgs,47,97875.0,202776.0,1,35660
Shpak3,lbfgs,48,91250.0,204824.0,1,35674
Shpak3,lbfgs,49,91542.0,206680.0,1,35688
Shpak3,lbfgs,50,91167.0,208616.0,1,35702
Shpak3,lbfgs,51,96667.0,210472.0,1,35716
Shpak3,lbfgs,52,94042.0,212328.0,1,35730
Shpak3,lbfgs,53,92083.0,214184.0,1,35744
Shpak3,lbfgs,54,102250.0,216232.0,1,35758
Shpak3,lbfgs,55,97166.0,218200.0,1,35772
Shpak3,lbfgs,56,95750.0,220056.0,1,35786
Shpak3,lbfgs,57,95917.0,221912.0,1,35800
Shpak3,lbfgs,58,98625.0,223768.0,1,35814
Shpak3,lbfgs,59,97875.0,225624.0,1,35828
Shpak3,lbfgs,60,99416.0,227672.0,1,35842
Shpak3,lbfgs,61,96791.0,229528.0,1,35856
Shpak3,lbfgs,62,94709.0,264232.0,1,35870
Shpak3,lbfgs,63,100334.0,266088.0,1,35884
Shpak3,lbfgs,64,98000.0,267944.0,1,35898
Shpak3,lbfgs,65,97750.0,269800.0,1,35912
Shpak3,lbfgs,66,96416.0,271784.0,1,35926
Shpak3,lbfgs,67,100875.0,273720.0,1,35940
Shpak3,lbfgs,68,99750.0,275576.0,1,35954
Shpak3,lbfgs,69,99125.0,277432.0,1,35968
Shpak3,lbfgs,70,101500.0,279480.0,1,35982
Shpak3,lbfgs,71,100833.0,281336.0,1,35996
Shpak3,lbfgs,72,100708.0,283272.0,1,36010
Shpak3,lbfgs,73,100750.0,285128.0,1,36024
Shpak3,lbfgs,74,101500.0,286984.0,1,36038
Shpak3,lbfgs,75,102250.0,288840.0,1,36052
Shpak3,lbfgs,76,99167.0,290888.0,1,36066
Shpak3,lbfgs,77,100833.0,292856.0,1,36080
Shpak3,lbfgs,78,102291.0,294712.0,1,36094
Shpak3,lbfgs,79,102167.0,296568.0,1,36108
Shpak3,lbfgs,80,100708.0,298424.0,1,36122
Shpak3,lbfgs,81,99166.0,300280.0,1,36136
Shpak3,lbfgs,82,102625.0,335160.0,1,36150
Shpak3,lbfgs,83,106375.0,337016.0,1,36164
Shpak3,lbfgs,84,103833.0,339000.0,1,36178
Shpak3,lbfgs,85,101916.0,340856.0,1,36192
Shpak3,lbfgs,86,111750.0,342712.0,1,36206
Shpak3,lbfgs,87,101416.0,344568.0,1,36220
Shpak3,lbfgs,88,104583.0,346424.0,1,36234
Shpak3,lbfgs,89,105375.0,348280.0,1,36248
Shpak3,lbfgs,90,106042.0,350456.0,1,36262
Shpak3,lbfgs,91,107917.0,352312.0,1,36276
Shpak3,lbfgs,92,103500.0,354312.0,1,36290
Shpak3,lbfgs,93,107875.0,356168.0,1,36304
Shpak3,lbfgs,94,108125.0,358024.0,1,36318
Shpak3,lbfgs,95,104416.0,359880.0,1,36332
Shpak3,lbfgs,96,104541.0,361736.0,1,36346
Shpak3,lbfgs,97,104667.0,363592.0,1,36360
Shpak3,lbfgs,98,108166.0,365448.0,1,36374
Shpak3,lbfgs,99,109000.0,367304.0,1,36388
Shpak3,lbfgs,100,106375.0,369480.0,1,36402
Shpak4,lbfgs,1,80208.0,18456.0,1,36416
Shpak4,lbfgs,2,78458.0,22376.0,1,36430
Shpak4,lbfgs,3,80542.0,25784.0,1,36444
Shpak4,lbfgs,4,80958.0,29256.0,1,36458
Shpak4,lbfgs,5,82208.0,32664.0,1,36472
Shpak4,lbfgs,6,84167.0,36136.0,1,36486
Shpak4,lbfgs,7,83667.0,39544.0,1,36500
Shpak4,lbfgs,8,83292.0,43016.0,1,36514
Shpak4,lbfgs,9,83875.0,46936.0,1,36528
Shpak4,lbfgs,10,82167.0,50408.0,1,36542
Shpak4,lbfgs,11,86416.0,53816.0,1,36556
Shpak4,lbfgs,12,86083.0,57288.0,1,36570
Shpak4,lbfgs,13,88875.0,60696.0,1,36584
Shpak4,lbfgs,14,82125.0,64168.0,1,36598
Shpak4,lbfgs,15,83833.0,67576.0,1,36612
Shpak4,lbfgs,16,82916.0,71048.0,1,36626
Shpak4,lbfgs,17,83625.0,74968.0,1,36640
Shpak4,lbfgs,18,86791.0,78456.0,1,36654
Shpak4,lbfgs,19,83208.0,81848.0,1,36668
Shpak4,lbfgs,20,85875.0,85336.0,1,36682
Shpak4,lbfgs,21,85500.0,120472.0,1,36696
Shpak4,lbfgs,22,83500.0,122424.0,1,36710
Shpak4,lbfgs,23,91291.0,124280.0,1,36724
Shpak4,lbfgs,24,87042.0,126248.0,1,36738
Shpak4,lbfgs,25,84916.0,128104.0,1,36752
Shpak4,lbfgs,26,84500.0,130024.0,1,36766
Shpak4,lbfgs,27,85209.0,131928.0,1,36780
Shpak4,lbfgs,28,87834.0,133848.0,1,36794
Shpak4,lbfgs,29,86292.0,135704.0,1,36808
Shpak4,lbfgs,30,89291.0,137672.0,1,36822
Shpak4,lbfgs,31,88042.0,139528.0,1,36836
Shpak4,lbfgs,32,87083.0,141448.0,1,36850
Shpak4,lbfgs,33,89500.0,143336.0,1,36864
Shpak4,lbfgs,34,87083.0,145256.0,1,36878
Shpak4,lbfgs,35,89167.0,147160.0,1,36892
Shpak4,lbfgs,36,87917.0,149144.0,1,36906
Shpak4,lbfgs,37,87834.0,151000.0,1,36920
Shpak4,lbfgs,38,88584.0,152904.0,1,36934
Shpak4,lbfgs,39,90417.0,154760.0,1,36948
Shpak4,lbfgs,40,91417.0,156744.0,1,36962
Shpak4,lbfgs,41,90791.0,191432.0,1,36976
Shpak4,lbfgs,42,88583.0,193288.0,1,36990
Shpak4,lbfgs,43,93000.0,195144.0,1,37004
Shpak4,lbfgs,44,90042.0,197128.0,1,37018
Shpak4,lbfgs,45,93125.0,199064.0,1,37032
Shpak4,lbfgs,46,93167.0,200920.0,1,37046
Shpak4,lbfgs,47,93708.0,202776.0,1,37060
Shpak4,lbfgs,48,94625.0,204824.0,1,37074
Shpak4,lbfgs,49,91500.0,206680.0,1,37088
Shpak4,lbfgs,50,92208.0,208616.0,1,37102
Shpak4,lbfgs,51,95333.0,210472.0,1,37116
Shpak4,lbfgs,52,94792.0,212328.0,1,37130
Shpak4,lbfgs,53,96250.0,214184.0,1,37144
Shpak4,lbfgs,54,92834.0,216232.0,1,37158
Shpak4,lbfgs,55,96042.0,218200.0,1,37172
Shpak4,lbfgs,56,97250.0,220056.0,1,37186
Shpak4,lbfgs,57,96792.0,221912.0,1,37200
Shpak4,lbfgs,58,97375.0,223768.0,1,37214
Shpak4,lbfgs,59,97583.0,225624.0,1,37228
Shpak4,lbfgs,60,93792.0,227672.0,1,37242
Shpak4,lbfgs,61,96875.0,229528.0,1,37256
Shpak4,lbfgs,62,106042.0,264232.0,1,37270
Shpak4,lbfgs,63,96750.0,266088.0,1,37284
Shpak4,lbfgs,64,95500.0,267944.0,1,37298
Shpak4,lbfgs,65,95291.0,269800.0,1,37312
Shpak4,lbfgs,66,98000.0,271784.0,1,37326
Shpak4,lbfgs,67,97084.0,273720.0,1,37340
Shpak4,lbfgs,68,99250.0,275576.0,1,37354
Shpak4,lbfgs,69,97625.0,277432.0,1,37368
Shpak4,lbfgs,70,99709.0,279480.0,1,37382
Shpak4,lbfgs,71,100000.0,281336.0,1,37396
Shpak4,lbfgs,72,99708.0,283272.0,1,37410
Shpak4,lbfgs,73,107458.0,285128.0,1,37424
Shpak4,lbfgs,74,100917.0,286984.0,1,37438
Shpak4,lbfgs,75,100917.0,288840.0,1,37452
Shpak4,lbfgs,76,98416.0,290888.0,1,37466
Shpak4,lbfgs,77,98917.0,292856.0,1,37480
Shpak4,lbfgs,78,102375.0,294712.0,1,37494
Shpak4,lbfgs,79,101000.0,296568.0,1,37508
Shpak4,lbfgs,80,106375.0,298424.0,1,37522
Shpak4,lbfgs,81,101375.0,300280.0,1,37536
Shpak4,lbfgs,82,103708.0,335160.0,1,37550
Shpak4,lbfgs,83,107292.0,337016.0,1,37564
Shpak4,lbfgs,84,102000.0,339000.0,1,37578
Shpak4,lbfgs,85,104958.0,340856.0,1,37592
Shpak4,lbfgs,86,101375.0,342712.0,1,37606
Shpak4,lbfgs,87,106583.0,344568.0,1,37620
Shpak4,lbfgs,88,102250.0,346424.0,1,37634
Shpak4,lbfgs,89,105958.0,348280.0,1,37648
Shpak4,lbfgs,90,102916.0,350456.0,1,37662
Shpak4,lbfgs,91,108125.0,352312.0,1,37676
Shpak4,lbfgs,92,102959.0,354312.0,1,37690
Shpak4,lbfgs,93,104709.0,356168.0,1,37704
Shpak4,lbfgs,94,106250.0,358024.0,1,37718
Shpak4,lbfgs,95,104208.0,359880.0,1,37732
Shpak4,lbfgs,96,104625.0,361736.0,1,37746
Shpak4,lbfgs,97,106750.0,363592.0,1,37760
Shpak4,lbfgs,98,107000.0,365448.0,1,37774
Shpak4,lbfgs,99,107166.0,367304.0,1,37788
Shpak4,lbfgs,100,105584.0,369480.0,1,37802
Shpak5,lbfgs,1,80166.0,18456.0,1,37816
Shpak5,lbfgs,2,80500.0,22376.0,1,37830
Shpak5,lbfgs,3,81667.0,25784.0,1,37844
Shpak5,lbfgs,4,80875.0,29256.0,1,37858
Shpak5,lbfgs,5,81041.0,32664.0,1,37872
Shpak5,lbfgs,6,83250.0,36136.0,1,37886
Shpak5,lbfgs,7,87667.0,39544.0,1,37900
Shpak5,lbfgs,8,154125.0,43016.0,1,37914
Shpak5,lbfgs,9,83917.0,46936.0,1,37928
Shpak5,lbfgs,10,84500.0,50408.0,1,37942
Shpak5,lbfgs,11,91666.0,53816.0,1,37956
Shpak5,lbfgs,12,83917.0,57288.0,1,37970
Shpak5,lbfgs,13,81875.0,60696.0,1,37984
Shpak5,lbfgs,14,84583.0,64168.0,1,37998
Shpak5,lbfgs,15,90834.0,67576.0,1,38012
Shpak5,lbfgs,16,87917.0,71048.0,1,38026
Shpak5,lbfgs,17,85417.0,74968.0,1,38040
Shpak5,lbfgs,18,90125.0,78456.0,1,38054
Shpak5,lbfgs,19,85292.0,81848.0,1,38068
Shpak5,lbfgs,20,85459.0,85336.0,1,38082
Shpak5,lbfgs,21,98708.0,120472.0,1,38096
Shpak5,lbfgs,22,86000.0,122424.0,1,38110
Shpak5,lbfgs,23,86416.0,124280.0,1,38124
Shpak5,lbfgs,24,88166.0,126248.0,1,38138
Shpak5,lbfgs,25,87041.0,128104.0,1,38152
Shpak5,lbfgs,26,86875.0,130024.0,1,38166
Shpak5,lbfgs,27,91333.0,131928.0,1,38180
Shpak5,lbfgs,28,87041.0,133848.0,1,38194
Shpak5,lbfgs,29,87125.0,135704.0,1,38208
Shpak5,lbfgs,30,87625.0,137672.0,1,38222
Shpak5,lbfgs,31,90667.0,139528.0,1,38236
Shpak5,lbfgs,32,90000.0,141448.0,1,38250
Shpak5,lbfgs,33,89250.0,143336.0,1,38264
Shpak5,lbfgs,34,93708.0,145256.0,1,38278
Shpak5,lbfgs,35,89917.0,147160.0,1,38292
Shpak5,lbfgs,36,89959.0,149144.0,1,38306
Shpak5,lbfgs,37,90792.0,151000.0,1,38320
Shpak5,lbfgs,38,95083.0,152904.0,1,38334
Shpak5,lbfgs,39,91125.0,154760.0,1,38348
Shpak5,lbfgs,40,90167.0,156744.0,1,38362
Shpak5,lbfgs,41,90916.0,191432.0,1,38376
Shpak5,lbfgs,42,91625.0,193288.0,1,38390
Shpak5,lbfgs,43,92750.0,195144.0,1,38404
Shpak5,lbfgs,44,91875.0,197128.0,1,38418
Shpak5,lbfgs,45,92167.0,199064.0,1,38432
Shpak5,lbfgs,46,93959.0,200920.0,1,38446
Shpak5,lbfgs,47,93375.0,202776.0,1,38460
Shpak5,lbfgs,48,93042.0,204824.0,1,38474
Shpak5,lbfgs,49,93916.0,206680.0,1,38488
Shpak5,lbfgs,50,98292.0,208616.0,1,38502
Shpak5,lbfgs,51,93667.0,210472.0,1,38516
Shpak5,lbfgs,52,94917.0,212328.0,1,38530
Shpak5,lbfgs,53,95084.0,214184.0,1,38544
Shpak5,lbfgs,54,95042.0,216232.0,1,38558
Shpak5,lbfgs,55,95500.0,218200.0,1,38572
Shpak5,lbfgs,56,95000.0,220056.0,1,38586
Shpak5,lbfgs,57,95833.0,221912.0,1,38600
Shpak5,lbfgs,58,96417.0,223768.0,1,38614
Shpak5,lbfgs,59,109292.0,225624.0,1,38628
Shpak5,lbfgs,60,96333.0,227672.0,1,38642
Shpak5,lbfgs,61,98542.0,229528.0,1,38656
Shpak5,lbfgs,62,99708.0,264232.0,1,38670
Shpak5,lbfgs,63,98125.0,266088.0,1,38684
Shpak5,lbfgs,64,99208.0,267944.0,1,38698
Shpak5,lbfgs,65,98500.0,269800.0,1,38712
Shpak5,lbfgs,66,97542.0,271784.0,1,38726
Shpak5,lbfgs,67,99083.0,273720.0,1,38740
Shpak5,lbfgs,68,99625.0,275576.0,1,38754
Shpak5,lbfgs,69,100166.0,277432.0,1,38768
Shpak5,lbfgs,70,100792.0,279480.0,1,38782
Shpak5,lbfgs,71,100583.0,281336.0,1,38796
Shpak5,lbfgs,72,100625.0,283272.0,1,38810
Shpak5,lbfgs,73,102333.0,285128.0,1,38824
Shpak5,lbfgs,74,108875.0,286984.0,1,38838
Shpak5,lbfgs,75,101750.0,288840.0,1,38852
Shpak5,lbfgs,76,101541.0,290888.0,1,38866
Shpak5,lbfgs,77,101458.0,292856.0,1,38880
Shpak5,lbfgs,78,101291.0,294712.0,1,38894
Shpak5,lbfgs,79,102750.0,296568.0,1,38908
Shpak5,lbfgs,80,103291.0,298424.0,1,38922
Shpak5,lbfgs,81,102042.0,300280.0,1,38936
Shpak5,lbfgs,82,102250.0,335160.0,1,38950
Shpak5,lbfgs,83,103541.0,337016.0,1,38964
Shpak5,lbfgs,84,103000.0,339000.0,1,38978
Shpak5,lbfgs,85,107959.0,340856.0,1,38992
Shpak5,lbfgs,86,103417.0,342712.0,1,39006
Shpak5,lbfgs,87,104209.0,344568.0,1,39020
Shpak5,lbfgs,88,104833.0,346424.0,1,39034
Shpak5,lbfgs,89,103958.0,348280.0,1,39048
Shpak5,lbfgs,90,106291.0,350456.0,1,39062
Shpak5,lbfgs,91,105291.0,352312.0,1,39076
Shpak5,lbfgs,92,106958.0,354312.0,1,39090
Shpak5,lbfgs,93,107750.0,356168.0,1,39104
Shpak5,lbfgs,94,107000.0,358024.0,1,39118
Shpak5,lbfgs,95,107500.0,359880.0,1,39132
Shpak5,lbfgs,96,109333.0,361736.0,1,39146
Shpak5,lbfgs,97,112583.0,363592.0,1,39160
Shpak5,lbfgs,98,108125.0,365448.0,1,39174
Shpak5,lbfgs,99,109625.0,367304.0,1,39188
Shpak5,lbfgs,100,109958.0,369480.0,1,39202
Shpak6,lbfgs,1,79500.0,18456.0,1,39216
Shpak6,lbfgs,2,80209.0,22376.0,1,39230
Shpak6,lbfgs,3,81167.0,25784.0,1,39244
Shpak6,lbfgs,4,81792.0,29256.0,1,39258
Shpak6,lbfgs,5,81666.0,32664.0,1,39272
Shpak6,lbfgs,6,81583.0,36136.0,1,39286
Shpak6,lbfgs,7,82042.0,39544.0,1,39300
Shpak6,lbfgs,8,84875.0,43016.0,1,39314
Shpak6,lbfgs,9,85625.0,46936.0,1,39328
Shpak6,lbfgs,10,84042.0,50408.0,1,39342
Shpak6,lbfgs,11,86541.0,53816.0,1,39356
Shpak6,lbfgs,12,83042.0,57288.0,1,39370
Shpak6,lbfgs,13,83708.0,60696.0,1,39384
Shpak6,lbfgs,14,88750.0,64168.0,1,39398
Shpak6,lbfgs,15,84375.0,67576.0,1,39412
Shpak6,lbfgs,16,84792.0,71048.0,1,39426
Shpak6,lbfgs,17,85917.0,74968.0,1,39440
Shpak6,lbfgs,18,86125.0,78456.0,1,39454
