neval_obj,neval_grad,num_iter,time,is_scalable
0.2723082453247786,0.34504219052475277,0.37387658958778713,-0.35151569691842194,-0.8904787369456841
0.10762138257766232,0.18221139800140299,0.22021439392830333,-0.35212431886148143,-0.8904787369456841
0.12815925816406676,0.20553035577018167,0.2487260429693132,-0.3520493351122411,-0.8904787369456841
0.07997225898799691,0.1554470132547388,0.20301182770550946,-0.35219163075935705,-0.8904787369456841
0.12265495045750426,0.1998172262678281,0.24077478153330376,-0.3520407358056581,-0.8904787369456841
0.030276848415679698,0.10362163562892045,0.14422526311957298,-0.3523066386656239,-0.8904787369456841
0.08805575773085599,0.16385969264859176,0.20301182770550946,-0.3521076152102647,-0.8904787369456841
0.02567021560917212,0.09638069756622665,0.13400889963459747,-0.35229792437609786,-0.8904787369456841
0.006731763138784748,0.07645813581424056,0.11820438410070316,-0.35231092719512336,-0.8904787369456841
-0.05850230451178483,0.010522648750162577,0.05458453605893816,-0.3524891699018344,-0.8904787369456841
-0.047374075646197646,0.02223253390127228,0.06688918697436586,-0.35245880259695955,-0.8904787369456841
-0.10301421294937517,-0.036444528054233837,0.008447403663889982,-0.35258283481856684,-0.8904787369456841
-0.12879117307970162,-0.0637442268968174,-0.01666496555090071,-0.3526243602144524,-0.8904787369456841
-0.08465085660876488,-0.017042508010911558,0.025510639631214443,-0.3525209639504745,-0.8904787369456841
-0.11570885205423007,-0.04987938366062329,0.0014238351811355465,-0.3525757713907259,-0.8904787369456841
-0.09680522422401525,-0.02988016950651005,-0.005718782487756641,-0.3524956695965037,-0.8904787369456841
-0.17800734495826875,-0.12008836298578097,-0.0803943546262508,-0.35267646093406074,-0.8904787369456841
-0.22521977232437548,-0.1666270444348883,-0.12098870334202284,-0.35276340554463176,-0.8904787369456841
-0.22521977232437548,-0.1666270444348883,-0.12098870334202284,-0.3527439464569719,-0.8904787369456841
-0.1970510456107764,-0.13643895911945877,-0.08908341202632175,-0.3526915110007614,-0.8904787369456841
-0.1562189519353466,-0.09288053974012572,-0.07611610108963077,-0.3526124084922961,-0.8904787369456841
-0.26897334742563506,-0.2137647275092218,-0.16067960584315114,-0.35279594211743676,-0.8904787369456841
-0.2465382361434342,-0.18955511260105765,-0.14535412225106323,-0.3527705970217765,-0.8904787369456841
-0.20889731344779572,-0.1577851176308181,-0.11628022582333951,-0.352719461885787,-0.8904787369456841
-0.21291999768089362,-0.1577851176308181,-0.13543826819465993,-0.3527168856946852,-0.8904787369456841
-0.2736048814337634,-0.21877333098874338,-0.16591450985606365,-0.3527846846806144,-0.8904787369456841
-0.28780770884936685,-0.23415622652868398,-0.1875297274331784,-0.35282058033915437,-0.8904787369456841
-0.28780770884936685,-0.23415622652868398,-0.17121526344389335,-0.3528147049624451,-0.8904787369456841
-0.32815871014053255,-0.27806611786677826,-0.21620775313772797,-0.3528863808831463,-0.8904787369456841
-0.3125783486661494,-0.26107416058607874,-0.2103138898758753,-0.352839572469817,-0.8904787369456841
-0.2975447807863075,-0.24472356445240095,-0.1931113236530814,-0.3527901477212555,-0.8904787369456841
-0.3177091012856311,-0.26666442364148085,-0.21620775313772797,-0.3528607231636304,-0.8904787369456841
-0.3125783486661494,-0.26107416058607874,-0.21620775313772797,-0.3528292578554643,-0.8904787369456841
-0.32290204635977215,-0.27232776409870807,-0.21620775313772797,-0.3528437122649323,-0.8904787369456841
-0.3075083164384018,-0.2555551130113483,-0.2103138898758753,-0.35282550884267083,-0.8904787369456841
-0.32815871014053255,-0.27806611786677826,-0.23440069432595417,-0.35286371230760594,-0.8904787369456841
-0.3125783486661494,-0.26107416058607874,-0.20450132387555162,-0.3528310673661833,-0.8904787369456841
-0.3388695861010564,-0.289776003017888,-0.23440069432595417,-0.3528500035133538,-0.8904787369456841
-0.32815871014053255,-0.27806611786677826,-0.22218522008080474,-0.35283634097010064,-0.8904787369456841
-0.3334806757617012,-0.2838814988153676,-0.23440069432595417,-0.35285139774888746,-0.8904787369456841
-0.34432714682484933,-0.29575181328721156,-0.24698086297190844,-0.35287399571825817,-0.8904787369456841
-0.34432714682484933,-0.29575181328721156,-0.2534146421997762,-0.3528770727543677,-0.8904787369456841
-0.34985512962871623,-0.3018112040286168,-0.24698086297190844,-0.3528800015184522,-0.8904787369456841
-0.3554553756904365,-0.30795654643694237,-0.24698086297190844,-0.3528877150918089,-0.8904787369456841
-0.3388695861010564,-0.289776003017888,-0.24064383597815373,-0.35284183948123216,-0.8904787369456841
-0.3554553756904365,-0.30795654643694237,-0.2599481739085994,-0.3528731257029996,-0.8904787369456841
-0.3668803920449738,-0.3205150888147419,-0.2599481739085994,-0.35288694766681644,-0.8904787369456841
-0.3554553756904365,-0.30795654643694237,-0.2599481739085994,-0.3528766781538156,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2801794678976329,-0.3529152785499891,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2801794678976329,-0.35291304964373593,-0.8904787369456841
-0.3786184611888642,-0.33344856793224864,-0.2801794678976329,-0.3528901407075267,-0.8904787369456841
-0.3786184611888642,-0.33344856793224864,-0.2733272136067473,-0.352899635919772,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2801794678976329,-0.35290861363528486,-0.8904787369456841
-0.3786184611888642,-0.33344856793224864,-0.2801794678976329,-0.3529048358077235,-0.8904787369456841
-0.3727092264926418,-0.3269335673311112,-0.2801794678976329,-0.3528961930057517,-0.8904787369456841
-0.3727092264926418,-0.3269335673311112,-0.2733272136067473,-0.35289019692932666,-0.8904787369456841
-0.3786184611888642,-0.33344856793224864,-0.2801794678976329,-0.35290128007604654,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529152817125592,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35291560218640067,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.352915785264165,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.352902301218527,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35291138086691254,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529149615902359,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35291677796098664,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35291292665522844,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3528986221596964,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35291102876912805,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529096379491742,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290984913720075,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290569847637476,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.352909803455926,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529087475163779,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529105217064089,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529117505346045,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35291181378574676,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290877879044213,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290925457803285,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35289556261456273,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529102223181686,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290840596150536,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529072860701083,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290830019196884,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.3529074972575472,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290819090850817,-0.8904787369456841
-0.3846103452001237,-0.3400630380265774,-0.2871449877056172,-0.35290798323483247,-0.8904787369456841
