,mean,std
neval_obj,5.160436466429365,2.3341977161870706
neval_grad,4.9593183198120245,2.3081927823483186
num_iter,4.775744706992686,2.3730177225630746
time,1.2952480009090546,1.183074572669701
is_scalable,0.4422607032826941,0.49665498448580064
