status,name,solver,nvar,time,memory,num_iter,neval_obj,init_eval_obj_time,init_eval_obj_mem,init_eval_obj_alloc,neval_grad,init_eval_grad_time,init_eval_grad_mem,init_eval_grad_alloc,is_init_run
first_order,penalty2,LBFGSSolver,100,0.30386061999999997,34.209032,15,17,2.2282e-5,0.002256,5,17,0.00020385,0.189368,23,false
max_time,penalty3,LBFGSSolver,100,60.328325483,2564.077336,9639,105087,0.238831129,53.170712,1043435,9639,0.507258784,36.53508,726013,true
max_time,penalty3,LBFGSSolver,100,60.328820074999996,2493.032576,9583,104471,1.0079e-5,0.000592,3,9583,0.000165988,0.00152,5,false
first_order,powellsg,LBFGSSolver,100,1.168954391,39.373616,16,18,0.071556467,6.79332,133063,18,0.236554866,16.819608,333110,true
first_order,powellsg,LBFGSSolver,100,0.700082026,0.759616,16,18,3.086e-6,0.000592,3,18,3.161e-5,0.00152,5,false
first_order,power,LBFGSSolver,100,0.680999241,27.958416,15,17,0.046799312,7.760368,149826,17,0.226235385,13.1664,260796,true
first_order,power,LBFGSSolver,100,0.310614413,1.09704,15,17,1.4728e-5,0.000592,3,17,2.8745e-5,0.00152,5,false
first_order,quartc,LBFGSSolver,100,0.609975378,29.839864,16,18,0.046061974,8.305088,156078,18,0.210748914,13.959288,272909,true
first_order,quartc,LBFGSSolver,100,0.266856339,0.5956,16,18,3.757e-6,0.000592,3,18,4.4465e-5,0.00152,5,false
max_time,sbrybnd,LBFGSSolver,100,60.552437473,1080.990072,596,638,0.108838198,8.777712,173298,594,0.299597556,18.756648,372654,true
max_time,sbrybnd,LBFGSSolver,100,60.552382988999994,1059.61896,604,646,9.398e-6,0.000592,3,602,0.000208839,0.00152,5,false
first_order,schmvett,LBFGSSolver,100,0.7646979309999999,38.427392,12,16,0.061703875,6.393536,126495,14,0.259197125,16.186576,324353,true
first_order,schmvett,LBFGSSolver,100,0.335796634,0.642976,12,16,9.057e-6,0.000592,3,14,6.5425e-5,0.00152,5,false
first_order,scosine,LBFGSSolver,100,6.444892810000001,483.471616,308,380,0.050760697,4.7028,92760,300,0.228558206,14.159664,280766,true
first_order,scosine,LBFGSSolver,100,5.889567682,452.856528,308,380,2.946e-6,0.000592,3,300,5.8953e-5,0.00152,5,false
first_order,sinquad,LBFGSSolver,100,0.747884695,37.824824,44,83,0.050479045,4.950936,97208,44,0.236208101,15.450736,307566,true
first_order,sinquad,LBFGSSolver,100,0.31769903299999996,1.492416,44,83,3.026e-6,0.000592,3,44,3.7011e-5,0.00152,5,false
first_order,sparsine,LBFGSSolver,100,0.947756002,37.808552,33,85,0.102705809,6.571936,129665,33,0.238770787,15.352368,304060,true
first_order,sparsine,LBFGSSolver,100,0.531340754,7.269408,33,85,2.107e-5,0.000592,3,33,0.000153403,0.00152,5,false
first_order,sparsqur,LBFGSSolver,100,0.762422076,31.880392,15,17,0.071658756,6.58872,130684,17,0.240278721,15.508248,309087,true
first_order,sparsqur,LBFGSSolver,100,0.319030853,0.633936,15,17,4.819e-6,0.000592,3,17,4.2831e-5,0.00152,5,false
first_order,spmsrtls,LBFGSSolver,100,1.509249187,102.458824,12,14,0.369854443,38.536424,760178,14,0.653780018,52.549704,1032027,true
first_order,spmsrtls,LBFGSSolver,100,0.44398556100000003,26.141224,12,14,2.886e-6,0.00152,5,14,0.000136411,0.096056,23,false
first_order,srosenbr,LBFGSSolver,100,0.7079393860000001,28.491152,27,61,0.049653281,4.619352,90720,27,0.229965603,13.745056,271651,true
first_order,srosenbr,LBFGSSolver,100,0.371403027,0.7448,27,61,6.282e-6,0.000592,3,27,1.7323e-5,0.00152,5,false
first_order,thurber,LBFGSSolver,7,0.836091578,31.759968,37,56,0.068675972,6.702856,133914,39,0.228263545,17.981728,362735,true
first_order,thurber,LBFGSSolver,7,0.460097305,0.885776,37,56,1.5389e-5,0.000592,3,39,3.5838e-5,0.000704,5,false
first_order,tointgss,LBFGSSolver,100,0.729434433,33.479008,15,37,0.056083833,6.370744,125766,15,0.218375,14.882728,295339,true
first_order,tointgss,LBFGSSolver,100,0.300933406,0.499792,15,37,7.193e-6,0.000592,3,15,5.3382e-5,0.00152,5,false
first_order,tquartic,LBFGSSolver,100,0.716582212,28.598168,13,17,0.047242678,4.497056,88556,15,0.199686179,13.631264,270188,true
first_order,tquartic,LBFGSSolver,100,0.354971073,0.344112,13,17,1.028e-5,0.000592,3,15,2.2693e-5,0.00152,5,false
first_order,tridia,LBFGSSolver,100,0.649368198,28.639016,7,9,0.052935681,4.455824,87721,9,0.190409813,13.427632,265805,true
first_order,tridia,LBFGSSolver,100,0.297764649,1.770352,7,9,3.246e-6,0.000592,3,9,4.2281e-5,0.00152,5,false
first_order,vardim,LBFGSSolver,100,0.893603269,41.809664,15,17,0.112604093,22.490664,433833,17,0.315357695,22.975624,454245,true
first_order,vardim,LBFGSSolver,100,0.432672173,0.305904,15,17,2.605e-6,0.000592,3,17,5.5025e-5,0.00152,5,false
first_order,vibrbeam,LBFGSSolver,8,0.8656413199999999,40.733368,23,26,0.071485823,10.691184,213842,25,0.274407729,23.092504,468352,true
first_order,vibrbeam,LBFGSSolver,8,0.415473511,0.473472,23,26,2.545e-6,0.000592,3,25,8.977e-6,0.00072,5,false
first_order,watson,LBFGSSolver,31,1.5458628319999999,86.072472,33,99,0.328426705,49.593248,981348,33,0.626074764,51.08532,1014587,true
first_order,watson,LBFGSSolver,31,0.40127293599999997,2.28072,33,99,2.8544e-5,0.000592,3,33,0.000197437,0.000896,5,false
first_order,woods,LBFGSSolver,100,0.808981834,38.714504,53,106,0.05585955,6.622176,131081,51,0.257638167,16.466832,331655,true
first_order,woods,LBFGSSolver,100,0.332284218,2.65296,53,106,3.506e-6,0.000592,3,51,2.1912e-5,0.00152,5,false
