nvmops,neval_obj,neval_grad,num_iter,mem
-0.08436334428656055,0.4454535255376933,0.5509549107783915,0.5747914476025242,-1.7148160424389376
-0.08458392809280747,0.27310416982563684,0.371627089116019,0.4031717670047216,-1.680173294106838
-0.08454883521454092,0.29461170893768157,0.39732522127245945,0.43501538397722683,-1.6455305457747382
-0.08460398116610264,0.24414229052278516,0.3421240845774815,0.38395885059448925,-1.6108877974426383
-0.0845588617511885,0.28884796509981836,0.39102976943552203,0.42613491118337515,-1.5762450491105386
-0.08466664702015006,0.19206449057272318,0.2849697142522797,0.3183022888462917,-1.541602300778439
-0.08460398116610264,0.2526104863140374,0.35139851864086746,0.38395885059448925,-1.5069595524463393
-0.08467667355679766,0.18723542786642683,0.2769812965471376,0.30689200650171333,-1.4723168041142394
-0.08469171336176903,0.16737953898608965,0.25499820335251094,0.2892405217218097,-1.4376740557821397
-0.08474685931333076,0.09894570046644674,0.18219894323461203,0.21818584263337784,-1.40303130745004
-0.08473683277668317,0.11062437745185232,0.1951330655613772,0.23192845675463344,-1.36838855911794
-0.08478195219159732,0.05221141407178699,0.13029655634703483,0.1666569685901934,-1.3337458107858404
-0.0847994986307306,0.02513136854420173,0.1001086558851471,0.13860988280438988,-1.2991030624537407
-0.08476941902078783,0.07149573032161859,0.15174228411982682,0.1857142721391189,-1.2644603141216408
-0.08478696545992111,0.0388765745791051,0.1154422328896,0.15881260209201944,-1.2298175657895412
-0.08479197872824491,0.058732463459442295,0.13755318073596878,0.15083527391636387,-1.1951748174574415
-0.08483960477732094,-0.026608844326087313,0.03775304229451153,0.06743286134595905,-1.1605320691253416
-0.08486216448477801,-0.07629155033519795,-0.013807770977944356,0.022094519467029644,-1.1258893207932419
-0.08486216448477801,-0.07629155033519795,-0.013807770977944356,0.022094519467029644,-1.0912465724611422
-0.08484461804564473,-0.046642872371214755,0.01964419814432759,0.057728371251331706,-1.0566038241290423
-0.08483709814315905,-0.003696952991234912,0.06787259856691033,0.07221108608965732,-1.0219610757969426
-0.0848822175580732,-0.12238229253297647,-0.06609115962138233,-0.022234796410878374,-0.9873183274648429
-0.0848746976555875,-0.09874270521889598,-0.03923092501564485,-0.005118324868916102,-0.9526755791327431
-0.08485965785061612,-0.059109280081246385,-0.004007430678251076,0.027353245625342852,-0.9180328308006434
-0.08486968438726371,-0.06334328286992495,-0.004007430678251076,0.005956329496855545,-0.8833900824685437
-0.08488472419223508,-0.12726413292584604,-0.07165028340247995,-0.028081469047569613,-0.8487473341364439
-0.08489475072888268,-0.14223818141331326,-0.08872875534987146,-0.05222271420364512,-0.8141045858043442
-0.08488723082639699,-0.14223818141331326,-0.08872875534987146,-0.03400168666366382,-0.7794618374722444
-0.08490728389969215,-0.18481170898365368,-0.13752024038396382,-0.0842521511804336,-0.7448190891401446
-0.08490477726553027,-0.16836749806167792,-0.11863167549044976,-0.07766951108379083,-0.7101763408080449
-0.08489725736304457,-0.15250723021772722,-0.10046514584168365,-0.05845659467355847,-0.6755335924759451
-0.08490728389969215,-0.17378191526111333,-0.12484483148007133,-0.0842521511804336,-0.6408908441438455
-0.08490728389969215,-0.16836749806167792,-0.11863167549044976,-0.0842521511804336,-0.6062480958117457
-0.08490728389969215,-0.17926276868433313,-0.13114028331700875,-0.0842521511804336,-0.5716053474796459
-0.08490477726553027,-0.16301792574147286,-0.11249869149477502,-0.07766951108379083,-0.5369625991475462
-0.08491480380217785,-0.18481170898365368,-0.13752024038396382,-0.1045711811308903,-0.5023198508154464
-0.08490227063136836,-0.16836749806167792,-0.11863167549044976,-0.07117766892217177,-0.46767710248334665
-0.08491480380217785,-0.19612076745414053,-0.15054296363651182,-0.1045711811308903,-0.4330343541512469
-0.08490979053385406,-0.18481170898365368,-0.13752024038396382,-0.090928165167817,-0.3983916058191471
-0.08491480380217785,-0.19043044910338164,-0.14398700224798033,-0.1045711811308903,-0.3637488574870474
-0.08491981707050164,-0.2018845112920033,-0.15719061976150703,-0.11862151091837769,-0.32910610915494765
-0.08492232370466354,-0.2018845112920033,-0.15719061976150703,-0.12580716339057244,-0.2944633608228479
-0.08491981707050164,-0.2077236003185061,-0.16393257202112052,-0.11862151091837769,-0.2598206124907481
-0.08491981707050164,-0.21364003051909033,-0.1707715341116629,-0.11862151091837769,-0.22517786415864838
-0.08491731043633975,-0.19612076745414053,-0.15054296363651182,-0.11154391747426295,-0.19053511582654864
-0.08492483033882543,-0.21364003051909033,-0.1707715341116629,-0.1331042257567033,-0.15589236749444887
-0.08492483033882543,-0.22571330465894826,-0.18475194389612634,-0.1331042257567033,-0.12124961916234912
-0.08492483033882543,-0.21364003051909033,-0.1707715341116629,-0.1331042257567033,-0.08660687083024937
-0.08493235024131113,-0.24445803886234332,-0.20652520102492603,-0.155699817324146,-0.05196412249814963
-0.08493235024131113,-0.24445803886234332,-0.20652520102492603,-0.155699817324146,-0.017321374166049876
-0.08493235024131113,-0.23812199007778473,-0.19915606635851432,-0.155699817324146,0.017321374166049876
-0.08492984360714922,-0.23812199007778473,-0.19915606635851432,-0.14804678537487798,0.05196412249814963
-0.08493235024131113,-0.24445803886234332,-0.20652520102492603,-0.155699817324146,0.08660687083024937
-0.08493235024131113,-0.23812199007778473,-0.19915606635851432,-0.155699817324146,0.12124961916234912
-0.08493235024131113,-0.23187456026976735,-0.19189944196958034,-0.155699817324146,0.15589236749444887
-0.08492984360714922,-0.23187456026976735,-0.19189944196958034,-0.14804678537487798,0.19053511582654864
-0.08493235024131113,-0.23812199007778473,-0.19915606635851432,-0.155699817324146,0.22517786415864838
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.2598206124907481
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.2944633608228479
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.32910610915494765
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.3637488574870474
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.3983916058191471
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.4330343541512469
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.46767710248334665
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.5023198508154464
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.5369625991475462
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.5716053474796459
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.6062480958117457
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.6408908441438455
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.6755335924759451
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.7101763408080449
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.7448190891401446
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.7794618374722444
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.8141045858043442
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.8487473341364439
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.8833900824685437
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.9180328308006434
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.9526755791327431
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,0.9873183274648429
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.0219610757969426
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.0566038241290423
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.0912465724611422
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.1258893207932419
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.1605320691253416
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.1951748174574415
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.2298175657895412
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.2644603141216408
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.2991030624537407
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.3337458107858404
-0.08493485687547303,-0.24445803886234332,-0.20652520102492603,-0.16347935138269215,1.36838855911794
