metric,skew_raw,skew_log
nvmops,26.788657834406845,1.7418173366601863
neval_obj,10.183307773354878,3.09173568462558
neval_grad,18.067594183310522,2.1819229897264414
num_iter,26.788657834406845,1.7418173366601863
mem,0.0,-1.3177603182112105
