status,name,solver,mem,nvar,time(ns),memory(MB),nvmops,neval_obj,neval_grad
first_order,NZF1,LBFGSSolver,34,91,1.649886e6,149344.0,70,466080,431124
first_order,NZF1,LBFGSSolver,35,91,1.703058e6,153056.0,71,469199,435281
first_order,NZF1,LBFGSSolver,36,91,1.606232e6,154816.0,67,469655,433985
first_order,NZF1,LBFGSSolver,37,91,1.734187e6,159696.0,72,462316,428488
first_order,NZF1,LBFGSSolver,38,91,1.608186e6,161072.0,67,459767,423941
first_order,NZF1,LBFGSSolver,39,91,1.661428e6,164976.0,69,457252,422524
first_order,NZF1,LBFGSSolver,40,91,1.621061e6,167536.0,67,453726,418824
first_order,NZF1,LBFGSSolver,41,91,1.579471e6,170032.0,65,456076,420070
first_order,NZF1,LBFGSSolver,42,91,1.57297e6,172896.0,64,456228,420210
first_order,NZF1,LBFGSSolver,43,91,1.579682e6,176304.0,65,450150,414138
first_order,NZF1,LBFGSSolver,44,91,1.571136e6,179472.0,65,451104,414528
first_order,NZF1,LBFGSSolver,45,91,1.634727e6,183216.0,66,448294,413362
first_order,NZF1,LBFGSSolver,46,91,1.563701e6,185280.0,63,452362,415684
first_order,NZF1,LBFGSSolver,47,91,1.535297e6,188320.0,63,449280,411840
first_order,NZF1,LBFGSSolver,48,91,1.581656e6,191744.0,63,450808,414256
first_order,NZF1,LBFGSSolver,49,91,1.457097e6,193680.0,60,446292,407484
first_order,NZF1,LBFGSSolver,50,91,1.455875e6,196928.0,60,446913,408051
first_order,NZF1,LBFGSSolver,51,91,1.4739e6,200160.0,60,447370,409024
first_order,NZF1,LBFGSSolver,52,91,1.495491e6,203584.0,61,438060,400512
first_order,NZF1,LBFGSSolver,53,91,1.456155e6,206368.0,60,445671,406917
first_order,NZF1,LBFGSSolver,54,91,1.475512e6,209792.0,60,448560,410112
first_order,NZF1,LBFGSSolver,55,91,1.499428e6,213136.0,60,446945,409175
first_order,NZF1,LBFGSSolver,56,91,1.510729e6,216544.0,61,445312,407680
first_order,NZF1,LBFGSSolver,57,91,1.478648e6,219344.0,60,442190,404288
first_order,NZF1,LBFGSSolver,58,91,1.451366e6,222144.0,59,446706,407862
first_order,NZF1,LBFGSSolver,59,91,1.448531e6,225312.0,59,446223,407421
first_order,NZF1,LBFGSSolver,60,91,1.456405e6,228608.0,59,446016,407232
first_order,NZF1,LBFGSSolver,61,91,1.454081e6,231776.0,59,445533,406791
first_order,NZF1,LBFGSSolver,62,91,1.452438e6,235024.0,59,445533,406791
first_order,NZF1,LBFGSSolver,63,91,1.458229e6,238192.0,59,445671,406917
first_order,NZF1,LBFGSSolver,64,91,1.459361e6,241296.0,59,445257,406539
first_order,NZF1,LBFGSSolver,65,91,1.46395e6,244464.0,59,444981,406287
first_order,NZF1,LBFGSSolver,66,91,1.465263e6,247760.0,59,444912,406224
first_order,NZF1,LBFGSSolver,67,91,1.461506e6,251008.0,59,444843,406161
first_order,NZF1,LBFGSSolver,68,91,1.46937e6,254112.0,59,444360,405720
first_order,NZF1,LBFGSSolver,69,91,1.462858e6,257280.0,59,444429,405783
first_order,NZF1,LBFGSSolver,70,91,1.45854e6,260640.0,59,444360,405720
first_order,NZF1,LBFGSSolver,71,91,1.460653e6,263808.0,59,444222,405594
first_order,NZF1,LBFGSSolver,72,91,1.475402e6,266992.0,59,443256,404712
first_order,NZF1,LBFGSSolver,73,91,1.466996e6,270160.0,59,443256,404712
first_order,NZF1,LBFGSSolver,74,91,1.471074e6,273328.0,59,442290,403830
first_order,NZF1,LBFGSSolver,75,91,1.478558e6,276496.0,59,442980,404460
first_order,NZF1,LBFGSSolver,76,91,1.468008e6,279792.0,59,442152,403704
first_order,NZF1,LBFGSSolver,77,91,1.465032e6,283072.0,59,442704,404208
first_order,NZF1,LBFGSSolver,78,91,1.464982e6,286240.0,59,441324,402948
first_order,NZF1,LBFGSSolver,79,91,1.470843e6,289408.0,59,442221,403767
first_order,NZF1,LBFGSSolver,80,91,1.467347e6,292512.0,59,443118,404586
first_order,NZF1,LBFGSSolver,81,91,1.470393e6,295680.0,59,443118,404586
first_order,NZF1,LBFGSSolver,82,91,1.471635e6,299104.0,59,442428,403956
first_order,NZF1,LBFGSSolver,83,91,1.47436e6,302272.0,59,442083,403641
first_order,NZF1,LBFGSSolver,84,91,1.47418e6,305504.0,59,441807,403389
first_order,NZF1,LBFGSSolver,85,91,1.472816e6,308672.0,59,441738,403326
first_order,NZF1,LBFGSSolver,86,91,1.502424e6,311840.0,59,441393,403011
first_order,NZF1,LBFGSSolver,87,91,1.470803e6,315008.0,59,436287,398349
first_order,NZF1,LBFGSSolver,88,91,1.471595e6,318112.0,59,441462,403074
first_order,NZF1,LBFGSSolver,89,91,1.48486e6,321280.0,59,435252,397404
first_order,NZF1,LBFGSSolver,90,91,1.476995e6,324768.0,59,435321,397467
first_order,NZF1,LBFGSSolver,91,91,1.498616e6,327936.0,59,434976,397152
first_order,NZF1,LBFGSSolver,92,91,1.483628e6,331184.0,59,434700,396900
first_order,NZF1,LBFGSSolver,93,91,1.479169e6,334352.0,59,434562,396774
first_order,NZF1,LBFGSSolver,94,91,1.482045e6,337520.0,59,434424,396648
first_order,NZF1,LBFGSSolver,95,91,1.48477e6,340688.0,59,434976,397152
first_order,NZF1,LBFGSSolver,96,91,1.485661e6,343792.0,59,434976,397152
first_order,NZF1,LBFGSSolver,97,91,1.483477e6,346960.0,59,434217,396459
first_order,NZF1,LBFGSSolver,98,91,1.498205e6,350128.0,59,434079,396333
first_order,NZF1,LBFGSSolver,99,91,1.485882e6,353296.0,59,433872,396144
first_order,NZF1,LBFGSSolver,100,91,1.490691e6,356720.0,59,433665,395955
first_order,arglina,LBFGSSolver,1,100,120541.0,18824.0,1,95904,95904
first_order,arglina,LBFGSSolver,2,100,121633.0,22368.0,1,95354,95354
first_order,arglina,LBFGSSolver,3,100,123266.0,25840.0,1,94260,94260
first_order,arglina,LBFGSSolver,4,100,122564.0,29376.0,1,93716,93716
first_order,arglina,LBFGSSolver,5,100,122794.0,32848.0,1,93716,93716
first_order,arglina,LBFGSSolver,6,100,123176.0,36384.0,1,93174,93174
first_order,arglina,LBFGSSolver,7,100,123255.0,39856.0,1,92634,92634
first_order,arglina,LBFGSSolver,8,100,123756.0,43392.0,1,92634,92634
first_order,arglina,LBFGSSolver,9,100,124819.0,46864.0,1,92634,92634
first_order,arglina,LBFGSSolver,10,100,124298.0,50400.0,1,92634,92634
first_order,arglina,LBFGSSolver,11,100,124548.0,53872.0,1,92096,92096
first_order,arglina,LBFGSSolver,12,100,125179.0,57408.0,1,91026,91026
first_order,arglina,LBFGSSolver,13,100,125289.0,60880.0,1,91026,91026
first_order,arglina,LBFGSSolver,14,100,125239.0,64416.0,1,91026,91026
first_order,arglina,LBFGSSolver,15,100,125951.0,67888.0,1,90494,90494
first_order,arglina,LBFGSSolver,16,100,126372.0,71424.0,1,89964,89964
first_order,arglina,LBFGSSolver,17,100,126612.0,74896.0,1,89964,89964
first_order,arglina,LBFGSSolver,18,100,128876.0,78448.0,1,89436,89436
first_order,arglina,LBFGSSolver,19,100,128636.0,81904.0,1,89436,89436
first_order,arglina,LBFGSSolver,20,100,130159.0,85456.0,1,88910,88910
first_order,arglina,LBFGSSolver,21,100,129568.0,88912.0,1,88910,88910
first_order,arglina,LBFGSSolver,22,100,130569.0,92464.0,1,88386,88386
first_order,arglina,LBFGSSolver,23,100,130740.0,95920.0,1,88386,88386
first_order,arglina,LBFGSSolver,24,100,130901.0,99488.0,1,87864,87864
first_order,arglina,LBFGSSolver,25,100,129287.0,102944.0,1,87864,87864
first_order,arglina,LBFGSSolver,26,100,129719.0,106464.0,1,87344,87344
first_order,arglina,LBFGSSolver,27,100,130189.0,109968.0,1,87344,87344
first_order,arglina,LBFGSSolver,28,100,130440.0,113488.0,1,87344,87344
first_order,arglina,LBFGSSolver,29,100,130640.0,116944.0,1,86826,86826
first_order,arglina,LBFGSSolver,30,100,131301.0,120512.0,1,86826,86826
first_order,arglina,LBFGSSolver,31,100,131181.0,123968.0,1,86310,86310
first_order,arglina,LBFGSSolver,32,100,131611.0,127488.0,1,86310,86310
first_order,arglina,LBFGSSolver,33,100,132433.0,130976.0,1,85796,85796
first_order,arglina,LBFGSSolver,34,100,132534.0,134496.0,1,85284,85284
first_order,arglina,LBFGSSolver,35,100,133695.0,138000.0,1,84266,84266
first_order,arglina,LBFGSSolver,36,100,134277.0,141584.0,1,84774,84774
first_order,arglina,LBFGSSolver,37,100,134397.0,145040.0,1,84774,84774
first_order,arglina,LBFGSSolver,38,100,134096.0,148544.0,1,84266,84266
first_order,arglina,LBFGSSolver,39,100,135088.0,152000.0,1,83760,83760
first_order,arglina,LBFGSSolver,40,100,135429.0,155584.0,1,83760,83760
first_order,arglina,LBFGSSolver,41,100,134888.0,159104.0,1,83760,83760
first_order,arglina,LBFGSSolver,42,100,135459.0,162560.0,1,83760,83760
first_order,arglina,LBFGSSolver,43,100,137122.0,166016.0,1,83256,83256
first_order,arglina,LBFGSSolver,44,100,138014.0,169600.0,1,82254,82254
first_order,arglina,LBFGSSolver,45,100,137794.0,173136.0,1,82254,82254
first_order,arglina,LBFGSSolver,46,100,138464.0,176592.0,1,82254,82254
first_order,arglina,LBFGSSolver,47,100,139136.0,180048.0,1,82254,82254
first_order,arglina,LBFGSSolver,48,100,138505.0,183696.0,1,81756,81756
first_order,arglina,LBFGSSolver,49,100,139647.0,187152.0,1,81756,81756
first_order,arglina,LBFGSSolver,50,100,139327.0,190688.0,1,81756,81756
first_order,arglina,LBFGSSolver,51,100,140209.0,194144.0,1,81260,81260
first_order,arglina,LBFGSSolver,52,100,140800.0,197600.0,1,80766,80766
first_order,arglina,LBFGSSolver,53,100,140569.0,201056.0,1,80766,80766
first_order,arglina,LBFGSSolver,54,100,141421.0,204704.0,1,80766,80766
first_order,arglina,LBFGSSolver,55,100,141040.0,208272.0,1,80274,80274
first_order,arglina,LBFGSSolver,56,100,140439.0,211728.0,1,80274,80274
first_order,arglina,LBFGSSolver,57,100,140429.0,215184.0,1,80274,80274
first_order,arglina,LBFGSSolver,58,100,140900.0,218640.0,1,80274,80274
first_order,arglina,LBFGSSolver,59,100,141361.0,222096.0,1,79784,79784
first_order,arglina,LBFGSSolver,60,100,141521.0,225744.0,1,79784,79784
first_order,arglina,LBFGSSolver,61,100,142072.0,229200.0,1,79296,79296
first_order,arglina,LBFGSSolver,62,100,142242.0,232736.0,1,79296,79296
first_order,arglina,LBFGSSolver,63,100,142452.0,236192.0,1,78810,78810
first_order,arglina,LBFGSSolver,64,100,143043.0,239648.0,1,78810,78810
first_order,arglina,LBFGSSolver,65,100,143284.0,243104.0,1,78326,78326
first_order,arglina,LBFGSSolver,66,100,143895.0,246688.0,1,78326,78326
first_order,arglina,LBFGSSolver,67,100,144185.0,250224.0,1,77844,77844
first_order,arglina,LBFGSSolver,68,100,144195.0,253680.0,1,77844,77844
first_order,arglina,LBFGSSolver,69,100,144467.0,257136.0,1,77844,77844
first_order,arglina,LBFGSSolver,70,100,144997.0,260784.0,1,77364,77364
first_order,arglina,LBFGSSolver,71,100,146480.0,264240.0,1,77364,77364
first_order,arglina,LBFGSSolver,72,100,146099.0,267776.0,1,76410,76410
first_order,arglina,LBFGSSolver,73,100,146219.0,271232.0,1,76886,76886
first_order,arglina,LBFGSSolver,74,100,146230.0,274688.0,1,76886,76886
first_order,arglina,LBFGSSolver,75,100,146962.0,278144.0,1,76410,76410
first_order,arglina,LBFGSSolver,76,100,146901.0,281792.0,1,76410,76410
first_order,arglina,LBFGSSolver,77,100,147723.0,285360.0,1,75936,75936
first_order,arglina,LBFGSSolver,78,100,148504.0,288816.0,1,75936,75936
first_order,arglina,LBFGSSolver,79,100,148354.0,292272.0,1,75936,75936
first_order,arglina,LBFGSSolver,80,100,148363.0,295728.0,1,75464,75464
first_order,arglina,LBFGSSolver,81,100,148662.0,299184.0,1,75464,75464
first_order,arglina,LBFGSSolver,82,100,149353.0,302896.0,1,74994,74994
first_order,arglina,LBFGSSolver,83,100,149794.0,306352.0,1,75464,75464
first_order,arglina,LBFGSSolver,84,100,149795.0,309936.0,1,74994,74994
first_order,arglina,LBFGSSolver,85,100,150486.0,313392.0,1,74526,74526
first_order,arglina,LBFGSSolver,86,100,150756.0,316848.0,1,74526,74526
first_order,arglina,LBFGSSolver,87,100,150977.0,320304.0,1,74060,74060
first_order,arglina,LBFGSSolver,88,100,151558.0,323760.0,1,74060,74060
first_order,arglina,LBFGSSolver,89,100,151628.0,327216.0,1,74060,74060
first_order,arglina,LBFGSSolver,90,100,152199.0,330992.0,1,74060,74060
first_order,arglina,LBFGSSolver,91,100,152600.0,334448.0,1,73596,73596
first_order,arglina,LBFGSSolver,92,100,152950.0,338048.0,1,73134,73134
first_order,arglina,LBFGSSolver,93,100,153282.0,341504.0,1,72674,72674
first_order,arglina,LBFGSSolver,94,100,153742.0,344960.0,1,73134,73134
first_order,arglina,LBFGSSolver,95,100,156047.0,348416.0,1,73134,73134
first_order,arglina,LBFGSSolver,96,100,156407.0,351872.0,1,72216,72216
first_order,arglina,LBFGSSolver,97,100,156808.0,355328.0,1,71760,71760
first_order,arglina,LBFGSSolver,98,100,154905.0,358784.0,1,71760,71760
first_order,arglina,LBFGSSolver,99,100,155576.0,362240.0,1,72216,72216
first_order,arglina,LBFGSSolver,100,100,154985.0,366016.0,1,72216,72216
first_order,arglinb,LBFGSSolver,1,100,216672.0,20424.0,2,894516,127788
first_order,arglinb,LBFGSSolver,2,100,216161.0,23968.0,2,888664,126952
first_order,arglinb,LBFGSSolver,3,100,216071.0,27440.0,2,877044,125292
first_order,arglinb,LBFGSSolver,4,100,217033.0,30976.0,2,877044,125292
first_order,arglinb,LBFGSSolver,5,100,218476.0,34448.0,2,877044,125292
first_order,arglinb,LBFGSSolver,6,100,217955.0,37984.0,2,871276,124468
first_order,arglinb,LBFGSSolver,7,100,223416.0,41456.0,2,871276,124468
first_order,arglinb,LBFGSSolver,8,100,218136.0,44992.0,2,865536,123648
first_order,arglinb,LBFGSSolver,9,100,218796.0,48464.0,2,865536,123648
first_order,arglinb,LBFGSSolver,10,100,218696.0,52000.0,2,871276,124468
first_order,arglinb,LBFGSSolver,11,100,219338.0,55472.0,2,865536,123648
first_order,arglinb,LBFGSSolver,12,100,219789.0,59008.0,2,859824,122832
first_order,arglinb,LBFGSSolver,13,100,221201.0,62480.0,2,859824,122832
first_order,arglinb,LBFGSSolver,14,100,222103.0,66016.0,2,859824,122832
first_order,arglinb,LBFGSSolver,15,100,220860.0,69488.0,2,859824,122832
first_order,arglinb,LBFGSSolver,16,100,221171.0,73024.0,2,854140,122020
first_order,arglinb,LBFGSSolver,17,100,221171.0,76496.0,2,854140,122020
first_order,arglinb,LBFGSSolver,18,100,222163.0,80048.0,2,854140,122020
first_order,arglinb,LBFGSSolver,19,100,222574.0,83504.0,2,854140,122020
first_order,arglinb,LBFGSSolver,20,100,222433.0,87056.0,2,848484,121212
first_order,arglinb,LBFGSSolver,21,100,222594.0,90512.0,2,848484,121212
first_order,arglinb,LBFGSSolver,22,100,223756.0,94064.0,2,848484,121212
first_order,arglinb,LBFGSSolver,23,100,223846.0,97520.0,2,842856,120408
first_order,arglinb,LBFGSSolver,24,100,224278.0,101088.0,2,848484,121212
first_order,arglinb,LBFGSSolver,25,100,224117.0,104544.0,2,842856,120408
first_order,arglinb,LBFGSSolver,26,100,224698.0,108064.0,2,842856,120408
first_order,arglinb,LBFGSSolver,27,100,225300.0,111568.0,2,842856,120408
first_order,arglinb,LBFGSSolver,28,100,225350.0,115088.0,2,837256,119608
first_order,arglinb,LBFGSSolver,29,100,225741.0,118544.0,2,837256,119608
first_order,arglinb,LBFGSSolver,30,100,226772.0,122112.0,2,837256,119608
first_order,arglinb,LBFGSSolver,31,100,226842.0,125568.0,2,837256,119608
first_order,arglinb,LBFGSSolver,32,100,227343.0,129088.0,2,831684,118812
first_order,arglinb,LBFGSSolver,33,100,227584.0,132576.0,2,831684,118812
first_order,arglinb,LBFGSSolver,34,100,227674.0,136096.0,2,831684,118812
first_order,arglinb,LBFGSSolver,35,100,228365.0,139600.0,2,831684,118812
first_order,arglinb,LBFGSSolver,36,100,228846.0,143184.0,2,826140,118020
first_order,arglinb,LBFGSSolver,37,100,228315.0,146640.0,2,826140,118020
first_order,arglinb,LBFGSSolver,38,100,230870.0,150144.0,2,826140,118020
first_order,arglinb,LBFGSSolver,39,100,229598.0,153600.0,2,820624,117232
first_order,arglinb,LBFGSSolver,40,100,230159.0,157184.0,2,820624,117232
first_order,arglinb,LBFGSSolver,41,100,231041.0,160704.0,2,820624,117232
first_order,arglinb,LBFGSSolver,42,100,231191.0,164160.0,2,820624,117232
first_order,arglinb,LBFGSSolver,43,100,231712.0,167616.0,2,815136,116448
first_order,arglinb,LBFGSSolver,44,100,231211.0,171200.0,2,820624,117232
first_order,arglinb,LBFGSSolver,45,100,231762.0,174736.0,2,815136,116448
first_order,arglinb,LBFGSSolver,46,100,231993.0,178192.0,2,815136,116448
first_order,arglinb,LBFGSSolver,47,100,232643.0,181648.0,2,815136,116448
first_order,arglinb,LBFGSSolver,48,100,232594.0,185296.0,2,815136,116448
first_order,arglinb,LBFGSSolver,49,100,233356.0,188752.0,2,809676,115668
first_order,arglinb,LBFGSSolver,50,100,233856.0,192288.0,2,809676,115668
first_order,arglinb,LBFGSSolver,51,100,233455.0,195744.0,2,809676,115668
first_order,arglinb,LBFGSSolver,52,100,234518.0,199200.0,2,809676,115668
first_order,arglinb,LBFGSSolver,53,100,234939.0,202656.0,2,804244,114892
first_order,arglinb,LBFGSSolver,54,100,235520.0,206304.0,2,804244,114892
first_order,arglinb,LBFGSSolver,55,100,235529.0,209872.0,2,804244,114892
first_order,arglinb,LBFGSSolver,56,100,236050.0,213328.0,2,804244,114892
first_order,arglinb,LBFGSSolver,57,100,236010.0,216784.0,2,798840,114120
first_order,arglinb,LBFGSSolver,58,100,236642.0,220240.0,2,798840,114120
first_order,arglinb,LBFGSSolver,59,100,237112.0,223696.0,2,798840,114120
first_order,arglinb,LBFGSSolver,60,100,237323.0,227344.0,2,798840,114120
first_order,arglinb,LBFGSSolver,61,100,237293.0,230800.0,2,798840,114120
first_order,arglinb,LBFGSSolver,62,100,238244.0,234336.0,2,793464,113352
first_order,arglinb,LBFGSSolver,63,100,238274.0,237792.0,2,793464,113352
first_order,arglinb,LBFGSSolver,64,100,238355.0,241248.0,2,793464,113352
first_order,arglinb,LBFGSSolver,65,100,239246.0,244704.0,2,793464,113352
first_order,arglinb,LBFGSSolver,66,100,239227.0,248288.0,2,793464,113352
first_order,arglinb,LBFGSSolver,67,100,239407.0,251824.0,2,793464,113352
first_order,arglinb,LBFGSSolver,68,100,239968.0,255280.0,2,788116,112588
first_order,arglinb,LBFGSSolver,69,100,240579.0,258736.0,2,788116,112588
first_order,arglinb,LBFGSSolver,70,100,240760.0,262384.0,2,788116,112588
first_order,arglinb,LBFGSSolver,71,100,241772.0,265840.0,2,788116,112588
first_order,arglinb,LBFGSSolver,72,100,240860.0,269376.0,2,782796,111828
first_order,arglinb,LBFGSSolver,73,100,242634.0,272832.0,2,782796,111828
first_order,arglinb,LBFGSSolver,74,100,242383.0,276288.0,2,782796,111828
first_order,arglinb,LBFGSSolver,75,100,242513.0,279744.0,2,782796,111828
first_order,arglinb,LBFGSSolver,76,100,243746.0,283392.0,2,782796,111828
first_order,arglinb,LBFGSSolver,77,100,243655.0,286960.0,2,777504,111072
first_order,arglinb,LBFGSSolver,78,100,243836.0,290416.0,2,777504,111072
first_order,arglinb,LBFGSSolver,79,100,244788.0,293872.0,2,777504,111072
first_order,arglinb,LBFGSSolver,80,100,244988.0,297328.0,2,777504,111072
first_order,arglinb,LBFGSSolver,81,100,245199.0,300784.0,2,777504,111072
first_order,arglinb,LBFGSSolver,82,100,245709.0,304496.0,2,772240,110320
first_order,arglinb,LBFGSSolver,83,100,246000.0,307952.0,2,772240,110320
first_order,arglinb,LBFGSSolver,84,100,246991.0,311536.0,2,772240,110320
first_order,arglinb,LBFGSSolver,85,100,246831.0,314992.0,2,772240,110320
first_order,arglinb,LBFGSSolver,86,100,247021.0,318448.0,2,767004,109572
first_order,arglinb,LBFGSSolver,87,100,249547.0,321904.0,2,767004,109572
first_order,arglinb,LBFGSSolver,88,100,252181.0,325360.0,2,761796,108828
first_order,arglinb,LBFGSSolver,89,100,251290.0,328816.0,2,761796,108828
first_order,arglinb,LBFGSSolver,90,100,251780.0,332592.0,2,761796,108828
first_order,arglinb,LBFGSSolver,91,100,251159.0,336048.0,2,761796,108828
first_order,arglinb,LBFGSSolver,92,100,253474.0,339648.0,2,761796,108828
first_order,arglinb,LBFGSSolver,93,100,253063.0,343104.0,2,756616,108088
first_order,arglinb,LBFGSSolver,94,100,252692.0,346560.0,2,756616,108088
first_order,arglinb,LBFGSSolver,95,100,255147.0,350016.0,2,756616,108088
first_order,arglinb,LBFGSSolver,96,100,255688.0,353472.0,2,751464,107352
first_order,arglinb,LBFGSSolver,97,100,256580.0,356928.0,2,756616,108088
first_order,arglinb,LBFGSSolver,98,100,253414.0,360384.0,2,751464,107352
first_order,arglinb,LBFGSSolver,99,100,254766.0,363840.0,2,751464,107352
first_order,arglinb,LBFGSSolver,100,100,256660.0,367616.0,2,751464,107352
first_order,arglinc,LBFGSSolver,1,100,217485.0,20424.0,2,900396,128628
first_order,arglinc,LBFGSSolver,2,100,218186.0,23968.0,2,894516,127788
first_order,arglinc,LBFGSSolver,3,100,218527.0,27440.0,2,882840,126120
first_order,arglinc,LBFGSSolver,4,100,214379.0,30976.0,2,882840,126120
first_order,arglinc,LBFGSSolver,5,100,215432.0,34448.0,2,882840,126120
first_order,arglinc,LBFGSSolver,6,100,215061.0,37984.0,2,877044,125292
first_order,arglinc,LBFGSSolver,7,100,218367.0,41456.0,2,877044,125292
first_order,arglinc,LBFGSSolver,8,100,218478.0,44992.0,2,871276,124468
first_order,arglinc,LBFGSSolver,9,100,216754.0,48464.0,2,871276,124468
first_order,arglinc,LBFGSSolver,10,100,216845.0,52000.0,2,871276,124468
first_order,arglinc,LBFGSSolver,11,100,216784.0,55472.0,2,871276,124468
first_order,arglinc,LBFGSSolver,12,100,217074.0,59008.0,2,865536,123648
first_order,arglinc,LBFGSSolver,13,100,217395.0,62480.0,2,865536,123648
first_order,arglinc,LBFGSSolver,14,100,218487.0,66016.0,2,865536,123648
first_order,arglinc,LBFGSSolver,15,100,218337.0,69488.0,2,865536,123648
first_order,arglinc,LBFGSSolver,16,100,218778.0,73024.0,2,859824,122832
first_order,arglinc,LBFGSSolver,17,100,219169.0,76496.0,2,859824,122832
first_order,arglinc,LBFGSSolver,18,100,219369.0,80048.0,2,859824,122832
first_order,arglinc,LBFGSSolver,19,100,219920.0,83504.0,2,859824,122832
first_order,arglinc,LBFGSSolver,20,100,220331.0,87056.0,2,848484,121212
first_order,arglinc,LBFGSSolver,21,100,220311.0,90512.0,2,854140,122020
first_order,arglinc,LBFGSSolver,22,100,224489.0,94064.0,2,848484,121212
first_order,arglinc,LBFGSSolver,23,100,224649.0,97520.0,2,848484,121212
first_order,arglinc,LBFGSSolver,24,100,223847.0,101088.0,2,848484,121212
first_order,arglinc,LBFGSSolver,25,100,225601.0,104544.0,2,848484,121212
first_order,arglinc,LBFGSSolver,26,100,222224.0,108064.0,2,848484,121212
first_order,arglinc,LBFGSSolver,27,100,222254.0,111568.0,2,842856,120408
first_order,arglinc,LBFGSSolver,28,100,222535.0,115088.0,2,842856,120408
first_order,arglinc,LBFGSSolver,29,100,223477.0,118544.0,2,842856,120408
first_order,arglinc,LBFGSSolver,30,100,223938.0,122112.0,2,842856,120408
first_order,arglinc,LBFGSSolver,31,100,224038.0,125568.0,2,842856,120408
first_order,arglinc,LBFGSSolver,32,100,224890.0,129088.0,2,837256,119608
first_order,arglinc,LBFGSSolver,33,100,225100.0,132576.0,2,837256,119608
first_order,arglinc,LBFGSSolver,34,100,225891.0,136096.0,2,831684,118812
first_order,arglinc,LBFGSSolver,35,100,225881.0,139600.0,2,831684,118812
first_order,arglinc,LBFGSSolver,36,100,226162.0,143184.0,2,831684,118812
first_order,arglinc,LBFGSSolver,37,100,226693.0,146640.0,2,831684,118812
first_order,arglinc,LBFGSSolver,38,100,226532.0,150144.0,2,831684,118812
first_order,arglinc,LBFGSSolver,39,100,227335.0,153600.0,2,826140,118020
first_order,arglinc,LBFGSSolver,40,100,228256.0,157184.0,2,826140,118020
first_order,arglinc,LBFGSSolver,41,100,228086.0,160704.0,2,826140,118020
first_order,arglinc,LBFGSSolver,42,100,228797.0,164160.0,2,826140,118020
first_order,arglinc,LBFGSSolver,43,100,229468.0,167616.0,2,820624,117232
first_order,arglinc,LBFGSSolver,44,100,229558.0,171200.0,2,820624,117232
first_order,arglinc,LBFGSSolver,45,100,229649.0,174736.0,2,820624,117232
