status,name,nvar,solver,mem,time,memory,nvmops,neval_obj,neval_grad
first_order,Dus2_1,LBFGSSolver,50,1,34706.0,19000.0,5,71978112,55982976
first_order,Dus2_1,LBFGSSolver,51,1,35518.0,19128.0,5,73107090,56861070
first_order,Dus2_1,LBFGSSolver,52,1,35368.0,19256.0,5,74206017,57715791
first_order,Dus2_1,LBFGSSolver,53,1,35568.0,19384.0,5,75322062,58583826
first_order,Dus2_1,LBFGSSolver,54,1,36560.0,19704.0,5,76395582,59418786
first_order,Dus2_1,LBFGSSolver,55,1,36731.0,20056.0,5,77486004,60266892
first_order,Dus2_1,LBFGSSolver,56,1,36409.0,20184.0,5,78576426,61114998
first_order,Dus2_1,LBFGSSolver,57,1,36750.0,20312.0,5,79658379,61956517
first_order,Dus2_1,LBFGSSolver,58,1,37211.0,20440.0,5,80719317,62781691
first_order,Dus2_1,LBFGSSolver,59,1,37502.0,20568.0,5,81734814,63571522
first_order,Dus2_1,LBFGSSolver,60,1,37802.0,20888.0,5,82730016,64345568
first_order,Dus2_1,LBFGSSolver,61,1,38153.0,21016.0,5,83717163,65113349
first_order,Dus2_1,LBFGSSolver,62,1,38293.0,21304.0,5,84708333,65884259
first_order,Dus2_1,LBFGSSolver,63,1,38463.0,21432.0,5,85740228,66686844
first_order,Dus2_1,LBFGSSolver,64,1,38944.0,21560.0,5,86759811,67479853
first_order,Dus2_1,LBFGSSolver,65,1,40047.0,21688.0,5,87771231,68266513
first_order,Dus2_1,LBFGSSolver,66,1,40407.0,21944.0,5,88770474,69043702
first_order,Dus2_1,LBFGSSolver,67,1,40728.0,22232.0,5,89745606,69802138
first_order,Dus2_1,LBFGSSolver,68,1,40798.0,22360.0,5,90728739,70566797
first_order,Dus2_1,LBFGSSolver,69,1,41650.0,22488.0,5,91691937,71315951
first_order,Dus2_1,LBFGSSolver,70,1,41519.0,22808.0,5,92655135,72065105
first_order,Dus2_1,LBFGSSolver,71,1,41710.0,22936.0,5,93618333,72814259
first_order,Dus2_1,LBFGSSolver,72,1,41760.0,23224.0,5,94565745,73551135
first_order,Dus2_1,LBFGSSolver,73,1,42652.0,23352.0,5,95501412,74278876
first_order,Dus2_1,LBFGSSolver,74,1,42702.0,23480.0,5,96409989,74985547
first_order,Dus2_1,LBFGSSolver,75,1,42311.0,23608.0,5,97337871,75707233
first_order,Dus2_1,LBFGSSolver,76,1,42461.0,23928.0,5,98265753,76428919
first_order,Dus2_1,LBFGSSolver,77,1,42972.0,24280.0,5,99182025,77141575
first_order,Dus2_1,LBFGSSolver,78,1,43423.0,24408.0,5,100098297,77854231
first_order,Dus2_1,LBFGSSolver,79,1,43013.0,24536.0,5,101006874,78560902
first_order,Dus2_1,LBFGSSolver,80,1,43713.0,24664.0,5,101923146,79273558
first_order,Dus2_1,LBFGSSolver,81,1,43704.0,24792.0,5,102827889,79977247
first_order,Dus2_1,LBFGSSolver,82,1,44324.0,25176.0,5,103736466,80683918
first_order,Dus2_1,LBFGSSolver,83,1,44525.0,25304.0,5,104625963,81375749
first_order,Dus2_1,LBFGSSolver,84,1,45086.0,25688.0,5,105515460,82067580
first_order,Dus2_1,LBFGSSolver,85,1,45988.0,25816.0,5,106371180,82733140
first_order,Dus2_1,LBFGSSolver,86,1,45568.0,25944.0,5,107260677,83424971
first_order,Dus2_1,LBFGSSolver,87,1,45747.0,26072.0,5,108150174,84116802
first_order,Dus2_1,LBFGSSolver,88,1,45667.0,26200.0,5,109028331,84799813
first_order,Dus2_1,LBFGSSolver,89,1,46138.0,26328.0,5,109887768,85468264
first_order,Dus2_1,LBFGSSolver,90,1,46700.0,26776.0,5,110762163,86148349
first_order,Dus2_1,LBFGSSolver,91,1,46840.0,26904.0,5,111640320,86831360
first_order,Dus2_1,LBFGSSolver,92,1,47541.0,27320.0,5,112470273,87476879
first_order,Dus2_1,LBFGSSolver,93,1,48122.0,27448.0,5,113282091,88108293
first_order,Dus2_1,LBFGSSolver,94,1,47892.0,27576.0,5,114108399,88750977
first_order,Dus2_1,LBFGSSolver,95,1,47961.0,27704.0,5,114953022,89407906
first_order,Dus2_1,LBFGSSolver,96,1,48643.0,27832.0,5,115797645,90064835
first_order,Dus2_1,LBFGSSolver,97,1,48774.0,27960.0,5,116638587,90718901
first_order,Dus2_1,LBFGSSolver,98,1,48964.0,28088.0,5,117479529,91372967
first_order,Dus2_1,LBFGSSolver,99,1,49815.0,28216.0,5,118305837,92015651
first_order,Dus2_1,LBFGSSolver,100,1,50035.0,28664.0,5,119121264,92649872
first_order,Dus2_3,LBFGSSolver,1,1,23405.0,10328.0,7,2712330,2712330
first_order,Dus2_3,LBFGSSolver,2,1,23935.0,10552.0,7,5415900,5415900
first_order,Dus2_3,LBFGSSolver,3,1,24236.0,10712.0,7,8084580,8084580
first_order,Dus2_3,LBFGSSolver,4,1,24707.0,10936.0,7,10744575,10744575
first_order,Dus2_3,LBFGSSolver,5,1,25088.0,11096.0,7,13369980,13369980
first_order,Dus2_3,LBFGSSolver,6,1,25508.0,11320.0,7,15961035,15961035
first_order,Dus2_3,LBFGSSolver,7,1,25609.0,11480.0,7,18458865,18458865
first_order,Dus2_3,LBFGSSolver,8,1,26120.0,11704.0,7,20906610,20906610
first_order,Dus2_3,LBFGSSolver,9,1,26341.0,11864.0,7,23272080,23272080
first_order,Dus2_3,LBFGSSolver,10,1,26721.0,12088.0,7,25694985,25694985
first_order,Dus2_3,LBFGSSolver,11,1,26952.0,12248.0,7,28084980,28084980
first_order,Dus2_3,LBFGSSolver,12,1,27242.0,12472.0,7,30466785,30466785
first_order,Dus2_3,LBFGSSolver,13,1,27673.0,12632.0,7,32881440,32881440
first_order,Dus2_3,LBFGSSolver,14,1,28023.0,12856.0,7,35271435,35271435
first_order,Dus2_3,LBFGSSolver,15,1,28454.0,13016.0,7,37564140,37564140
first_order,Dus2_3,LBFGSSolver,16,1,28655.0,13240.0,7,39880965,39880965
first_order,Dus2_3,LBFGSSolver,17,1,28875.0,13400.0,7,42141720,42141720
first_order,Dus2_3,LBFGSSolver,18,1,29196.0,13656.0,7,44386590,44386590
first_order,Dus2_3,LBFGSSolver,19,1,29507.0,13784.0,7,46639395,46639395
first_order,Dus2_3,LBFGSSolver,20,1,30368.0,14040.0,7,48767040,48767040
first_order,Dus2_3,LBFGSSolver,21,1,30759.0,14168.0,7,50941170,50941170
first_order,Dus2_3,LBFGSSolver,22,1,30869.0,14424.0,7,53099745,53099745
first_order,Dus2_3,LBFGSSolver,23,1,31250.0,14552.0,7,55227390,55227390
first_order,Dus2_3,LBFGSSolver,24,1,31580.0,14840.0,7,57324345,57324345
first_order,Dus2_3,LBFGSSolver,25,1,31982.0,14968.0,7,59338140,59338140
first_order,Dus2_3,LBFGSSolver,26,1,32201.0,15160.0,7,61381965,61381965
first_order,Dus2_3,LBFGSSolver,27,1,32622.0,15384.0,7,63440895,63440895
first_order,Dus2_3,LBFGSSolver,28,1,32813.0,15576.0,7,65462175,65462175
first_order,Dus2_3,LBFGSSolver,29,1,33193.0,15704.0,7,67483455,67483455
first_order,Dus2_3,LBFGSSolver,30,1,33574.0,15992.0,7,69489780,69489780
first_order,Dus2_3,LBFGSSolver,31,1,33855.0,16120.0,7,71481210,71481210
first_order,Dus2_3,LBFGSSolver,32,1,34035.0,16312.0,7,73450410,73450410
first_order,Dus2_3,LBFGSSolver,33,1,34456.0,16504.0,7,75346485,75346485
first_order,Dus2_3,LBFGSSolver,34,1,34776.0,16696.0,7,77271630,77271630
first_order,Dus2_3,LBFGSSolver,35,1,34737.0,16920.0,7,79189485,79189485
first_order,Dus2_3,LBFGSSolver,36,1,35388.0,17176.0,7,81063915,81063915
first_order,Dus2_3,LBFGSSolver,37,1,35598.0,17304.0,7,82938345,82938345
first_order,Dus2_3,LBFGSSolver,38,1,35678.0,17528.0,7,84805590,84805590
first_order,Dus2_3,LBFGSSolver,39,1,36349.0,17656.0,7,86658510,86658510
first_order,Dus2_3,LBFGSSolver,40,1,35929.0,17912.0,7,88482960,88482960
first_order,Dus2_3,LBFGSSolver,41,1,36930.0,18168.0,7,90202785,90202785
first_order,Dus2_3,LBFGSSolver,42,1,36980.0,18296.0,7,91950180,91950180
first_order,Dus2_3,LBFGSSolver,43,1,37312.0,18424.0,7,93725385,93725385
first_order,Dus2_3,LBFGSSolver,44,1,37422.0,18680.0,7,95521605,95521605
first_order,Dus2_3,LBFGSSolver,45,1,38063.0,18968.0,7,97269000,97269000
first_order,Dus2_3,LBFGSSolver,46,1,38173.0,19096.0,7,99016395,99016395
first_order,Dus2_3,LBFGSSolver,47,1,38204.0,19224.0,7,100729365,100729365
first_order,Dus2_3,LBFGSSolver,48,1,38744.0,19544.0,7,102462945,102462945
first_order,Dus2_3,LBFGSSolver,49,1,38774.0,19672.0,7,104169075,104169075
first_order,Dus2_3,LBFGSSolver,50,1,39205.0,19960.0,7,105902655,105902655
first_order,Dus2_3,LBFGSSolver,51,1,39345.0,20088.0,7,107629350,107629350
first_order,Dus2_3,LBFGSSolver,52,1,40026.0,20216.0,7,109234680,109234680
first_order,Dus2_3,LBFGSSolver,53,1,40207.0,20344.0,7,110866560,110866560
first_order,Dus2_3,LBFGSSolver,54,1,40217.0,20664.0,7,112518510,112518510
first_order,Dus2_3,LBFGSSolver,55,1,41689.0,21016.0,7,114123840,114123840
first_order,Dus2_3,LBFGSSolver,56,1,42140.0,21144.0,7,115625370,115625370
first_order,Dus2_3,LBFGSSolver,57,1,41779.0,21272.0,7,117178320,117178320
first_order,Dus2_3,LBFGSSolver,58,1,41609.0,21400.0,7,118777050,118777050
first_order,Dus2_3,LBFGSSolver,59,1,42010.0,21528.0,7,120272220,120272220
first_order,Dus2_3,LBFGSSolver,60,1,42421.0,21848.0,7,121818690,121818690
first_order,Dus2_3,LBFGSSolver,61,1,42501.0,21976.0,7,123378135,123378135
first_order,Dus2_3,LBFGSSolver,62,1,42922.0,22264.0,7,124898835,124898835
first_order,Dus2_3,LBFGSSolver,63,1,43173.0,22392.0,7,126362430,126362430
first_order,Dus2_3,LBFGSSolver,64,1,44284.0,22520.0,7,127857600,127857600
first_order,Dus2_3,LBFGSSolver,65,1,44305.0,22648.0,7,129359130,129359130
first_order,Dus2_3,LBFGSSolver,66,1,44856.0,22904.0,7,130785330,130785330
first_order,Dus2_3,LBFGSSolver,67,1,45487.0,23192.0,7,132230160,132230160
first_order,Dus2_3,LBFGSSolver,68,1,45006.0,23320.0,7,133687485,133687485
first_order,Dus2_3,LBFGSSolver,69,1,45667.0,23448.0,7,135132315,135132315
first_order,Dus2_3,LBFGSSolver,70,1,45707.0,23768.0,7,136570920,136570920
first_order,Dus2_3,LBFGSSolver,71,1,45828.0,23896.0,7,138059745,138059745
first_order,Dus2_3,LBFGSSolver,72,1,46388.0,24184.0,7,139554915,139554915
first_order,Dus2_3,LBFGSSolver,73,1,46840.0,24312.0,7,140981115,140981115
first_order,Dus2_3,LBFGSSolver,74,1,46729.0,24440.0,7,142425945,142425945
first_order,Dus2_3,LBFGSSolver,75,1,46649.0,24568.0,7,143858340,143858340
first_order,Dus2_3,LBFGSSolver,76,1,47912.0,24888.0,7,145309410,145309410
first_order,Dus2_3,LBFGSSolver,77,1,47520.0,25240.0,7,146748015,146748015
first_order,Dus2_3,LBFGSSolver,78,1,48202.0,25368.0,7,148149585,148149585
first_order,Dus2_3,LBFGSSolver,79,1,48292.0,25496.0,7,149581980,149581980
first_order,Dus2_3,LBFGSSolver,80,1,48633.0,25624.0,7,150995835,150995835
first_order,Dus2_3,LBFGSSolver,81,1,48773.0,25752.0,7,152397405,152397405
first_order,Dus2_3,LBFGSSolver,82,1,48913.0,26136.0,7,153798975,153798975
first_order,Dus2_3,LBFGSSolver,83,1,49886.0,26264.0,7,155182230,155182230
first_order,Dus2_3,LBFGSSolver,84,1,49936.0,26648.0,7,156505410,156505410
first_order,Dus2_3,LBFGSSolver,85,1,50737.0,26776.0,7,157828590,157828590
first_order,Dus2_3,LBFGSSolver,86,1,50447.0,26904.0,7,159134040,159134040
first_order,Dus2_3,LBFGSSolver,87,1,50837.0,27032.0,7,160487070,160487070
first_order,Dus2_3,LBFGSSolver,88,1,51308.0,27160.0,7,161792520,161792520
first_order,Dus2_3,LBFGSSolver,89,1,51337.0,27288.0,7,163057125,163057125
first_order,Dus2_3,LBFGSSolver,90,1,52219.0,27736.0,7,164350830,164350830
first_order,Dus2_3,LBFGSSolver,91,1,51859.0,27864.0,7,165662175,165662175
first_order,Dus2_3,LBFGSSolver,92,1,53171.0,28280.0,7,166926780,166926780
first_order,Dus2_3,LBFGSSolver,93,1,53392.0,28408.0,7,168145605,168145605
first_order,Dus2_3,LBFGSSolver,94,1,52981.0,28536.0,7,169433460,169433460
first_order,Dus2_3,LBFGSSolver,95,1,54424.0,28664.0,7,170698065,170698065
first_order,Dus2_3,LBFGSSolver,96,1,53773.0,28792.0,7,171928245,171928245
first_order,Dus2_3,LBFGSSolver,97,1,54955.0,28920.0,7,173169840,173169840
first_order,Dus2_3,LBFGSSolver,98,1,53842.0,29048.0,7,174394335,174394335
first_order,Dus2_3,LBFGSSolver,99,1,54464.0,29176.0,7,175601865,175601865
first_order,Dus2_3,LBFGSSolver,100,1,55436.0,29624.0,7,176764815,176764815
unbounded,Dus2_9,LBFGSSolver,1,1,17192.0,8616.0,2,3140046,3140046
unbounded,Dus2_9,LBFGSSolver,2,1,17564.0,8840.0,2,6218485,6218485
unbounded,Dus2_9,LBFGSSolver,3,1,17904.0,9000.0,2,9288175,9288175
unbounded,Dus2_9,LBFGSSolver,4,1,18175.0,9224.0,2,12331696,12331696
unbounded,Dus2_9,LBFGSSolver,5,1,18466.0,9384.0,2,15314611,15314611
unbounded,Dus2_9,LBFGSSolver,6,1,18706.0,9608.0,2,18203575,18203575
unbounded,Dus2_9,LBFGSSolver,7,1,19136.0,9768.0,2,21067189,21067189
unbounded,Dus2_9,LBFGSSolver,8,1,19176.0,9992.0,2,23922379,23922379
unbounded,Dus2_9,LBFGSSolver,9,1,19527.0,10152.0,2,26769158,26769158
unbounded,Dus2_9,LBFGSSolver,10,1,19958.0,10376.0,2,29540823,29540823
unbounded,Dus2_9,LBFGSSolver,11,1,20228.0,10536.0,2,32189638,32189638
unbounded,Dus2_9,LBFGSSolver,12,1,20709.0,10760.0,2,34734349,34734349
unbounded,Dus2_9,LBFGSSolver,13,1,21070.0,10920.0,2,37318840,37318840
unbounded,Dus2_9,LBFGSSolver,14,1,21230.0,11144.0,2,39919334,39919334
unbounded,Dus2_9,LBFGSSolver,15,1,21541.0,11304.0,2,42416738,42416738
unbounded,Dus2_9,LBFGSSolver,16,1,21671.0,11528.0,2,44929859,44929859
unbounded,Dus2_9,LBFGSSolver,17,1,22092.0,11688.0,2,47442980,47442980
unbounded,Dus2_9,LBFGSSolver,18,1,22282.0,11944.0,2,49893545,49893545
unbounded,Dus2_9,LBFGSSolver,19,1,22363.0,12072.0,2,52191360,52191360
unbounded,Dus2_9,LBFGSSolver,20,1,22533.0,12328.0,2,54572544,54572544
unbounded,Dus2_9,LBFGSSolver,21,1,22994.0,12456.0,2,56946084,56946084
unbounded,Dus2_9,LBFGSSolver,22,1,23545.0,12712.0,2,59251413,59251413
unbounded,Dus2_9,LBFGSSolver,23,1,23666.0,12840.0,2,61445397,61445397
unbounded,Dus2_9,LBFGSSolver,24,1,24066.0,13128.0,2,63698401,63698401
unbounded,Dus2_9,LBFGSSolver,25,1,23986.0,13256.0,2,65951405,65951405
unbounded,Dus2_9,LBFGSSolver,26,1,24226.0,13448.0,2,68204409,68204409
unbounded,Dus2_9,LBFGSSolver,27,1,24557.0,13672.0,2,70449990,70449990
unbounded,Dus2_9,LBFGSSolver,28,1,24837.0,13864.0,2,72688161,72688161
unbounded,Dus2_9,LBFGSSolver,29,1,25128.0,13992.0,2,74882145,74882145
unbounded,Dus2_9,LBFGSSolver,30,1,25518.0,14280.0,2,77025169,77025169
unbounded,Dus2_9,LBFGSSolver,31,1,25538.0,14408.0,2,79182688,79182688
unbounded,Dus2_9,LBFGSSolver,32,1,25929.0,14600.0,2,81318484,81318484
unbounded,Dus2_9,LBFGSSolver,33,1,26130.0,14792.0,2,83461508,83461508
unbounded,Dus2_9,LBFGSSolver,34,1,26600.0,14984.0,2,85561359,85561359
unbounded,Dus2_9,LBFGSSolver,35,1,26851.0,15208.0,2,87646923,87646923
unbounded,Dus2_9,LBFGSSolver,36,1,27413.0,15464.0,2,89704069,89704069
unbounded,Dus2_9,LBFGSSolver,37,1,27853.0,15592.0,2,91608634,91608634
unbounded,Dus2_9,LBFGSSolver,38,1,27602.0,15816.0,2,93561065,93561065
unbounded,Dus2_9,LBFGSSolver,39,1,27863.0,15944.0,2,95520386,95520386
unbounded,Dus2_9,LBFGSSolver,40,1,28044.0,16200.0,2,97493526,97493526
unbounded,Dus2_9,LBFGSSolver,41,1,28614.0,16456.0,2,99439080,99439080
unbounded,Dus2_9,LBFGSSolver,42,1,28635.0,16584.0,2,101391511,101391511
unbounded,Dus2_9,LBFGSSolver,43,1,29026.0,16712.0,2,103323350,103323350
unbounded,Dus2_9,LBFGSSolver,44,1,29316.0,16968.0,2,105227915,105227915
unbounded,Dus2_9,LBFGSSolver,45,1,29486.0,17256.0,2,107105414,107105414
unbounded,Dus2_9,LBFGSSolver,46,1,30127.0,17384.0,2,108936048,108936048
unbounded,Dus2_9,LBFGSSolver,47,1,30068.0,17512.0,2,110786689,110786689
unbounded,Dus2_9,LBFGSSolver,48,1,30468.0,17832.0,2,112637330,112637330
unbounded,Dus2_9,LBFGSSolver,49,1,30548.0,17960.0,2,114474620,114474620
unbounded,Dus2_9,LBFGSSolver,50,1,30949.0,18248.0,2,116272169,116272169
unbounded,Dus2_9,LBFGSSolver,51,1,31110.0,18376.0,2,118076309,118076309
unbounded,Dus2_9,LBFGSSolver,52,1,31239.0,18504.0,2,119873858,119873858
unbounded,Dus2_9,LBFGSSolver,53,1,31640.0,18632.0,2,121612673,121612673
unbounded,Dus2_9,LBFGSSolver,54,1,33033.0,18952.0,2,123357962,123357962
unbounded,Dus2_9,LBFGSSolver,55,1,32923.0,19304.0,2,125064602,125064602
unbounded,Dus2_9,LBFGSSolver,56,1,32742.0,19432.0,2,126784073,126784073
unbounded,Dus2_9,LBFGSSolver,57,1,33464.0,19560.0,2,128471564,128471564
unbounded,Dus2_9,LBFGSSolver,58,1,33574.0,19688.0,2,130152698,130152698
unbounded,Dus2_9,LBFGSSolver,59,1,33884.0,19816.0,2,131821157,131821157
unbounded,Dus2_9,LBFGSSolver,60,1,33975.0,20136.0,2,133414658,133414658
unbounded,Dus2_9,LBFGSSolver,61,1,34245.0,20264.0,2,135020522,135020522
unbounded,Dus2_9,LBFGSSolver,62,1,34927.0,20552.0,2,136601712,136601712
unbounded,Dus2_9,LBFGSSolver,63,1,34566.0,20680.0,2,138226218,138226218
unbounded,Dus2_9,LBFGSSolver,64,1,35087.0,20808.0,2,139807408,139807408
unbounded,Dus2_9,LBFGSSolver,65,1,35688.0,20936.0,2,141382462,141382462
unbounded,Dus2_9,LBFGSSolver,66,1,35488.0,21192.0,2,142975963,142975963
unbounded,Dus2_9,LBFGSSolver,67,1,35668.0,21480.0,2,144538784,144538784
unbounded,Dus2_9,LBFGSSolver,68,1,35688.0,21608.0,2,146077295,146077295
unbounded,Dus2_9,LBFGSSolver,69,1,36470.0,21736.0,2,147538235,147538235
unbounded,Dus2_9,LBFGSSolver,70,1,36950.0,22056.0,2,148964114,148964114
unbounded,Dus2_9,LBFGSSolver,71,1,36760.0,22184.0,2,150478523,150478523
unbounded,Dus2_9,LBFGSSolver,72,1,37111.0,22472.0,2,151998938,151998938
unbounded,Dus2_9,LBFGSSolver,73,1,37171.0,22600.0,2,153525372,153525372
unbounded,Dus2_9,LBFGSSolver,74,1,37832.0,22728.0,2,155057838,155057838
unbounded,Dus2_9,LBFGSSolver,75,1,37833.0,22856.0,2,156578253,156578253
unbounded,Dus2_9,LBFGSSolver,76,1,38273.0,23176.0,2,158068768,158068768
unbounded,Dus2_9,LBFGSSolver,77,1,38764.0,23528.0,2,159535597,159535597
unbounded,Dus2_9,LBFGSSolver,78,1,38794.0,23656.0,2,160984798,160984798
unbounded,Dus2_9,LBFGSSolver,79,1,39115.0,23784.0,2,162457529,162457529
unbounded,Dus2_9,LBFGSSolver,80,1,39025.0,23912.0,2,163924358,163924358
unbounded,Dus2_9,LBFGSSolver,81,1,39636.0,24040.0,2,165373559,165373559
unbounded,Dus2_9,LBFGSSolver,82,1,39726.0,24424.0,2,166811073,166811073
unbounded,Dus2_9,LBFGSSolver,83,1,40197.0,24552.0,2,168231154,168231154
unbounded,Dus2_9,LBFGSSolver,84,1,40207.0,24936.0,2,169599638,169599638
unbounded,Dus2_9,LBFGSSolver,85,1,41019.0,25064.0,2,170956799,170956799
unbounded,Dus2_9,LBFGSSolver,86,1,40968.0,25192.0,2,172319615,172319615
unbounded,Dus2_9,LBFGSSolver,87,1,41168.0,25320.0,2,173699474,173699474
unbounded,Dus2_9,LBFGSSolver,88,1,41730.0,25448.0,2,175073639,175073639
unbounded,Dus2_9,LBFGSSolver,89,1,41930.0,25576.0,2,176436455,176436455
unbounded,Dus2_9,LBFGSSolver,90,1,42220.0,26024.0,2,177782345,177782345
unbounded,Dus2_9,LBFGSSolver,91,1,42040.0,26152.0,2,179133864,179133864
unbounded,Dus2_9,LBFGSSolver,92,1,42512.0,26568.0,2,180474138,180474138
unbounded,Dus2_9,LBFGSSolver,93,1,43593.0,26696.0,2,181786527,181786527
unbounded,Dus2_9,LBFGSSolver,94,1,42801.0,26824.0,2,183110031,183110031
unbounded,Dus2_9,LBFGSSolver,95,1,43463.0,26952.0,2,184422420,184422420
unbounded,Dus2_9,LBFGSSolver,96,1,43824.0,27080.0,2,185734809,185734809
unbounded,Dus2_9,LBFGSSolver,97,1,44785.0,27208.0,2,187025124,187025124
unbounded,Dus2_9,LBFGSSolver,98,1,44965.0,27336.0,2,188315439,188315439
unbounded,Dus2_9,LBFGSSolver,99,1,44916.0,27464.0,2,189605754,189605754
unbounded,Dus2_9,LBFGSSolver,100,1,44835.0,27912.0,2,190896069,190896069
first_order,Duscube,LBFGSSolver,1,1,21181.0,9736.0,6,2000380,1600304
first_order,Duscube,LBFGSSolver,2,1,21361.0,9960.0,6,4025500,3220400
first_order,Duscube,LBFGSSolver,3,1,21721.0,10120.0,6,6013570,4810856
first_order,Duscube,LBFGSSolver,4,1,22072.0,10344.0,6,7964950,6371960
first_order,Duscube,LBFGSSolver,5,1,22644.0,10504.0,6,9886030,7908824
first_order,Duscube,LBFGSSolver,6,1,22954.0,10728.0,6,11783050,9426440
first_order,Duscube,LBFGSSolver,7,1,23034.0,10888.0,6,13656170,10924936
first_order,Duscube,LBFGSSolver,8,1,23765.0,11112.0,6,15372150,12297720
first_order,Duscube,LBFGSSolver,9,1,23946.0,11272.0,6,17099520,13679616
first_order,Duscube,LBFGSSolver,10,1,24317.0,11496.0,6,18809820,15047856
first_order,Duscube,LBFGSSolver,11,1,24827.0,11656.0,6,20525800,16420640
first_order,Duscube,LBFGSSolver,12,1,24798.0,11880.0,6,22230430,17784344
first_order,Duscube,LBFGSSolver,13,1,25098.0,12040.0,6,23969230,19175384
first_order,Duscube,LBFGSSolver,14,1,25419.0,12264.0,6,25645660,20516528
first_order,Duscube,LBFGSSolver,15,1,25990.0,12424.0,6,27238990,21791192
first_order,Duscube,LBFGSSolver,16,1,26190.0,12648.0,6,28772810,23018248
first_order,Duscube,LBFGSSolver,17,1,26200.0,12808.0,6,30377090,24301672
first_order,Duscube,LBFGSSolver,18,1,26400.0,13064.0,6,31992360,25593888
first_order,Duscube,LBFGSSolver,19,1,26671.0,13192.0,6,33613140,26890512
first_order,Duscube,LBFGSSolver,20,1,27162.0,13448.0,6,35206470,28165176
first_order,Duscube,LBFGSSolver,21,1,27432.0,13576.0,6,36794340,29435472
first_order,Duscube,LBFGSSolver,22,1,27723.0,13832.0,6,38349660,30679728
first_order,Duscube,LBFGSSolver,23,1,27793.0,13960.0,6,39921210,31936968
first_order,Duscube,LBFGSSolver,24,1,28354.0,14248.0,6,41428380,33142704
first_order,Duscube,LBFGSSolver,25,1,28615.0,14376.0,6,42924960,34339968
first_order,Duscube,LBFGSSolver,26,1,28865.0,14568.0,6,44442760,35554208
first_order,Duscube,LBFGSSolver,27,1,29346.0,14792.0,6,45902590,36722072
first_order,Duscube,LBFGSSolver,28,1,29476.0,14984.0,6,47383360,37906688
first_order,Duscube,LBFGSSolver,29,1,29807.0,15112.0,6,48858880,39087104
first_order,Duscube,LBFGSSolver,30,1,30177.0,15400.0,6,50323930,40259144
first_order,Duscube,LBFGSSolver,31,1,30338.0,15528.0,6,51778550,41422840
first_order,Duscube,LBFGSSolver,32,1,31049.0,15720.0,6,53181620,42545296
first_order,Duscube,LBFGSSolver,33,1,30919.0,15912.0,6,54584690,43667752
first_order,Duscube,LBFGSSolver,34,1,31430.0,16104.0,6,55987760,44790208
first_order,Duscube,LBFGSSolver,35,1,31961.0,16328.0,6,57355340,45884272
first_order,Duscube,LBFGSSolver,36,1,32172.0,16584.0,6,58707860,46966288
first_order,Duscube,LBFGSSolver,37,1,32622.0,16712.0,6,60055380,48044304
first_order,Duscube,LBFGSSolver,38,1,32513.0,16936.0,6,61373110,49098488
first_order,Duscube,LBFGSSolver,39,1,32983.0,17064.0,6,62666290,50133032
first_order,Duscube,LBFGSSolver,40,1,33814.0,17320.0,6,63935170,51148136
first_order,Duscube,LBFGSSolver,41,1,33994.0,17576.0,6,65180000,52144000
first_order,Duscube,LBFGSSolver,42,1,34696.0,17704.0,6,66415280,53132224
first_order,Duscube,LBFGSSolver,43,1,34125.0,17832.0,6,67612760,54090208
first_order,Duscube,LBFGSSolver,44,1,34616.0,18088.0,6,68848040,55078432
first_order,Duscube,LBFGSSolver,45,1,34856.0,18376.0,6,70064340,56051472
first_order,Duscube,LBFGSSolver,46,1,35679.0,18504.0,6,71229270,56983416
first_order,Duscube,LBFGSSolver,47,1,35949.0,18632.0,6,72403450,57922760
first_order,Duscube,LBFGSSolver,48,1,35778.0,18952.0,6,73600930,58880744
first_order,Duscube,LBFGSSolver,49,1,35958.0,19080.0,6,74793730,59834984
first_order,Duscube,LBFGSSolver,50,1,36380.0,19368.0,6,75940280,60752224
first_order,Duscube,LBFGSSolver,51,1,36650.0,19496.0,6,77109830,61687864
first_order,Duscube,LBFGSSolver,52,1,36781.0,19624.0,6,78316700,62653360
first_order,Duscube,LBFGSSolver,53,1,37642.0,19752.0,6,79514180,63611344
first_order,Duscube,LBFGSSolver,54,1,37372.0,20072.0,6,80697650,64558120
first_order,Duscube,LBFGSSolver,55,1,38313.0,20424.0,6,81816930,65453544
first_order,Duscube,LBFGSSolver,56,1,38484.0,20552.0,6,82972650,66378120
first_order,Duscube,LBFGSSolver,57,1,38353.0,20680.0,6,84110070,67288056
first_order,Duscube,LBFGSSolver,58,1,39185.0,20808.0,6,85238400,68190720
first_order,Duscube,LBFGSSolver,59,1,39826.0,20936.0,6,86362200,69089760
first_order,Duscube,LBFGSSolver,60,1,40397.0,21256.0,6,87476970,69981576
first_order,Duscube,LBFGSSolver,61,1,40207.0,21384.0,6,88587240,70869792
first_order,Duscube,LBFGSSolver,62,1,40487.0,21672.0,6,89688540,71750832
first_order,Duscube,LBFGSSolver,63,1,40978.0,21800.0,6,90728170,72582536
first_order,Duscube,LBFGSSolver,64,1,40818.0,21928.0,6,91789600,73431680
first_order,Duscube,LBFGSSolver,65,1,41199.0,22056.0,6,92859820,74287856
first_order,Duscube,LBFGSSolver,66,1,41700.0,22312.0,6,93886490,75109192
first_order,Duscube,LBFGSSolver,67,1,41910.0,22600.0,6,94917470,75933976
