metric,skew_raw,kurt_raw,skew_log,kurt_log
neval_obj,13.71319765510077,187.96835383322198,1.861195951085624,5.904087387202418
neval_grad,24.802732052892953,907.515112945786,1.2370355010646372,2.3495736931165125
num_iter,36.617826440124404,1882.4756995161638,0.9443153127021345,1.5333487970311563
mem,0.002046116740054152,-1.2015916995231732,-1.313943922580604,1.3632449091096546
time,5.21379125898404,27.47084940349557,2.170488579463449,4.206444637519676
memory,13.607642896534848,183.23746077122158,4.748816052611829,30.116091962416206
